ID,scaffold,start,end,Df_sym,Df_trt2,Df_colony,Df_sym.trt2,Df_Residuals,SumsOfSqs_sym,SumsOfSqs_trt2,SumsOfSqs_colony,SumsOfSqs_sym.trt2,SumsOfSqs_Residuals,MeanSqs_sym,MeanSqs_trt2,MeanSqs_colony,MeanSqs_sym.trt2,MeanSqs_Residuals,F.Model_sym,F.Model_trt2,F.Model_colony,F.Model_sym.trt2,F.Model_Residuals,R2_sym,R2_trt2,R2_colony,R2_sym.trt2,R2_Residuals,Pr..F._sym,Pr..F._trt2,Pr..F._colony,Pr..F._sym.trt2,Pr..F._Residuals
xfSc0000125:7416-71715,xfSc0000125,7416,71715,1,1,1,1,19,0.00158452483162824,0.000809480540493024,0.00399507605344291,0.00425615207572875,0.0412078135288839,0.00158452483162824,0.000809480540493024,0.00399507605344291,0.00425615207572875,0.00216883229099389,0.730588915615099,0.373233349509967,1.84204010150187,1.96241640877558,NA,0.0305579888238023,0.0156110505911433,0.07704611941354,0.0820810409319206,0.794703800239594,0.325,0.564,0.656,0.201,NA
Sc0000991:43844-156302,Sc0000991,43844,156302,1,1,1,1,19,0.0308841863953943,0.00636628962309392,0.0913365818596218,0.00340839254982467,1.2318694570118,0.0308841863953943,0.00636628962309392,0.0913365818596218,0.00340839254982467,0.0648352345795685,0.476348803172632,0.0981918190683948,1.40874915394236,0.0525700658280452,NA,0.0226446081477164,0.00466783006760163,0.066968936117786,0.0024990690289282,0.903219556637968,0.336,0.679,0.798,0.78,NA
Sc0001448:14183-68902,Sc0001448,14183,68902,1,1,1,1,19,0.0596171266167707,0.0202109867477752,0.0211289963334616,0.00592948301873199,2.00486048499574,0.0596171266167707,0.0202109867477752,0.0211289963334616,0.00592948301873199,0.105518972894513,0.564989641022852,0.191538888157869,0.200238836238335,0.0561935247859141,NA,0.0282311869853989,0.00957074214098996,0.0100054578298976,0.00280785662322546,0.949384756420488,0.336,0.588,0.798,0.808,NA
xfSc0000125:5354-64457,xfSc0000125,5354,64457,1,1,1,1,19,0.00904136110217863,0.00333651332117032,0.0100417625848118,0.0158856308479947,0.148180014210874,0.00904136110217863,0.00333651332117032,0.0100417625848118,0.0158856308479947,0.00779894811636181,1.15930519953201,0.427815812002964,1.28757909848697,2.03689402865335,NA,0.0484829741090711,0.0178915637962842,0.0538474804741022,0.085184367752329,0.794593613868213,0.336,0.515,0.664,0.141,NA
xfSc0000125:13496-54778,xfSc0000125,13496,54778,1,1,1,1,19,0.0147904512571601,6.02844510561029e-08,0.041595006479021,0.0121655222138572,0.366738823967608,0.0147904512571601,6.02844510561029e-08,0.041595006479021,0.0121655222138572,0.0193020433667162,0.766263497400705,3.12321601971195e-06,2.15495352946652,0.63027120925627,NA,0.0339783957163154,1.38492659751236e-07,0.095557029693917,0.0279480943948857,0.842516341702222,0.338,0.997,0.609,0.433,NA
Sc0001021:16964-189221,Sc0001021,16964,189221,1,1,1,1,19,0.0324727498190212,0.0103394081587573,0.0016198713668991,0.00261427785558338,0.653893569370493,0.0324727498190212,0.0103394081587573,0.0016198713668991,0.00261427785558338,0.0344154510194996,0.943551482170678,0.300429250597328,0.0470681429100345,0.0759623302365598,NA,0.0463274396341801,0.0147507774979808,0.00231099901866632,0.00372967488791386,0.932881108961259,0.343,0.568,0.24,0.785,NA
xfSc0000532:25930-17157,xfSc0000532,25930,17157,1,1,1,1,19,0.0450054050889182,0.00378858045904211,0.00955066106020584,0.00377847967643418,1.30787441684288,0.0450054050889182,0.00378858045904211,0.00955066106020584,0.00377847967643418,0.0688354956233095,0.653811012492779,0.0550381808794473,0.13874616538639,0.0548914428845151,NA,0.0328507195612762,0.00276539215566285,0.00697129794729649,0.00275801930842046,0.954654571027344,0.349,0.799,0.33,0.798,NA
Sc0000762:88626-20097,Sc0000762,88626,20097,1,1,1,1,19,0.0154188381478222,0.000110587006761373,0.123846716385587,0.0190053197374249,0.398663478078356,0.0154188381478222,0.000110587006761373,0.123846716385587,0.0190053197374249,0.0209822883199135,0.734850170426303,0.00527049314523142,5.90244088239168,0.905779171825968,NA,0.0276797024054277,0.000198524389951792,0.222328052255132,0.0341181086025099,0.715675612346979,0.352,0.945,0.436,0.318,NA
Sc0000102:73874-97083,Sc0000102,73874,97083,1,1,1,1,19,0.0395826763139147,0.0267288050742138,4.62433552740615e-06,0.00722587029823231,0.900389686390276,0.0395826763139147,0.0267288050742138,4.62433552740615e-06,0.00722587029823231,0.0473889308626461,0.83527261732582,0.564030557086961,9.75826093399217e-05,0.152480129150329,NA,0.0406421495897147,0.0274442305407895,4.74811088485709e-06,0.00741927855629603,0.924489593202315,0.354,0.476,0.943,0.711,NA
Sc0000424:138511-22346,Sc0000424,138511,22346,1,1,1,1,19,0.0393586997782714,0.0166382399298571,0.091518635903628,0.0240667476295141,0.658020962049154,0.0393586997782714,0.0166382399298571,0.091518635903628,0.0240667476295141,0.0346326822131134,1.136461205519,0.480420194643692,2.642551198907,0.694914343665862,NA,0.0474427964258758,0.020055658198162,0.110316144507057,0.0290099473522322,0.793175453516673,0.354,0.542,0.264,0.496,NA
Sc0000738:136109-195237,Sc0000738,136109,195237,1,1,1,1,19,0.0487594728796741,0.0551143724137374,0.052164908707798,0.0117923148258205,1.24145907214273,0.0487594728796741,0.0551143724137374,0.052164908707798,0.0117923148258205,0.0653399511654067,0.746242873004917,0.843501891732618,0.798361611500804,0.180476333628848,NA,0.0345986049729418,0.0391078961042133,0.0370150242248217,0.00836755646194051,0.880910918236083,0.354,0.372,0.173,0.668,NA
Sc0000633:24999-897,Sc0000633,24999,897,1,1,1,1,19,0.0402372674255154,0.00022809919232946,0.124120171286945,0.00463851784259714,1.47023135272557,0.0402372674255154,0.00022809919232946,0.124120171286945,0.00463851784259714,0.077380597511872,0.519991686796449,0.00294775692697985,1.60402187729169,0.0599441977930641,NA,0.0245430691298849,0.000139131074349817,0.0757081715339577,0.00282930405952158,0.896780324202286,0.355,0.955,0.422,0.762,NA
xfSc0000362:24160-28795,xfSc0000362,24160,28795,1,1,1,1,19,0.0620958903348555,0.0173016599438298,0.00536708851617784,0.00226895678335294,1.69802156661153,0.0620958903348555,0.0173016599438298,0.00536708851617784,0.00226895678335294,0.0893695561374487,0.694821514379608,0.193596798413323,0.0600549980121123,0.0253884754654407,NA,0.0347865386180458,0.00969250716185474,0.00300667936199461,0.00127108496779987,0.951243189890305,0.358,0.617,0.232,0.849,NA
Sc0000089:92615-595448,Sc0000089,92615,595448,1,1,1,1,19,0.0234666749659001,0.00949620394326564,0.00678508057006887,0.000407095973627009,0.502829702916709,0.0234666749659001,0.00949620394326564,0.00678508057006887,0.000407095973627009,0.0264647212061426,0.886715366585965,0.358825013469688,0.256382091359195,0.0153825906744304,NA,0.0432179257413484,0.0174888959531388,0.0124958950789752,0.00074973738645888,0.926047545840079,0.361,0.601,0.288,0.904,NA
Sc0000634:1455-25078,Sc0000634,1455,25078,1,1,1,1,19,0.0363729641169937,0.0390728290046436,0.00202198220351879,0.00763083937844958,1.03409815254544,0.0363729641169937,0.0390728290046436,0.00202198220351879,0.00763083937844958,0.0544262185550231,0.668298571583139,0.717904532815232,0.0371508853122808,0.140205209567059,NA,0.0324991683155031,0.0349114920164428,0.00180663692273591,0.00681813922426347,0.923964563521055,0.367,0.361,0.865,0.686,NA
Sc0000809:19852-633951,Sc0000809,19852,633951,1,1,1,1,19,0.011857841763675,0.000203488767988098,0.0116687596058217,0.00546388232054947,0.440633794183813,0.011857841763675,0.000203488767988098,0.0116687596058217,0.00546388232054947,0.0231912523254639,0.51130665982428,0.00877437600748576,0.503153492621417,0.235601003510714,NA,0.0252386993821808,0.000433113541676261,0.0248362494392905,0.0116295432251764,0.937862394411676,0.367,0.904,0.683,0.572,NA
xpSc0004974:23028-195237,xpSc0004974,23028,195237,1,1,1,1,19,0.0413448595712967,0.0128023476107915,0.0123481732856246,0.00102379080416662,0.980495194022041,0.0413448595712967,0.0128023476107915,0.0123481732856246,0.00102379080416662,0.0516050102116864,0.801179176240794,0.248083423649674,0.239282450191788,0.0198389807494849,NA,0.0394506611173229,0.0122158130983263,0.0117824465909506,0.00097688623178318,0.935574192961617,0.379,0.614,0.277,0.89,NA
Sc0000314:2806-6122,Sc0000314,2806,6122,1,1,1,1,19,0.0533243195922989,0.00195018427812436,0.0314196210118012,0.0129728036798874,1.91289480216247,0.0533243195922989,0.00195018427812436,0.0314196210118012,0.0129728036798874,0.100678673798025,0.529648609588111,0.0193703810802742,0.312078217029688,0.128853541574381,NA,0.026495743597937,0.000969005943197692,0.0156117551735862,0.00644591590997646,0.950477579375303,0.38,0.86,0.348,0.677,NA
Sc0000557:71362-55771,Sc0000557,71362,55771,1,1,1,1,19,0.0184351354194326,0.00765994554689786,0.148557431199357,0.000962337518095685,0.415136308093014,0.0184351354194326,0.00765994554689786,0.148557431199357,0.000962337518095685,0.0218492793733165,0.843741118617697,0.350581152633006,6.79919134453391,0.0440443596172303,NA,0.0312062620220847,0.0129664503337157,0.251472094880746,0.0016290065714256,0.702726186192028,0.383,0.575,0.459,0.848,NA
Sc0001620:1993-101703,Sc0001620,1993,101703,1,1,1,1,19,0.0286625477001423,0.0026776156406956,0.00157203386470975,0.000471051592573102,0.716974708682328,0.0286625477001423,0.0026776156406956,0.00157203386470975,0.000471051592573102,0.0377355109832804,0.759564318947261,0.0709574501821899,0.0416592706378423,0.0124829790374857,NA,0.0381984990155703,0.0035684510492652,0.00209504523679381,0.000627769170536684,0.955510235527834,0.383,0.78,0.321,0.922,NA
Sc0000812:30492-714700,Sc0000812,30492,714700,1,1,1,1,19,0.0373357639010844,0.0593294310064922,0.922328555511109,0.0212319839292052,0.707244652052508,0.0373357639010844,0.0593294310064922,0.922328555511109,0.0212319839292052,0.0372234027396057,1.00301856233469,1.59387446176074,24.7781902681818,0.570393418294733,NA,0.0213656060735839,0.0339516088330999,0.527807831645723,0.0121501251720442,0.404724828275549,0.384,0.254,0.671,0.448,NA
Sc0000206:35480-94066,Sc0000206,35480,94066,1,1,1,1,19,0.0445777335042163,0.0164498941479929,0.00189033868323838,0.00604065367845638,1.20421297902802,0.0445777335042163,0.0164498941479929,0.00189033868323838,0.00604065367845638,0.0633796304751587,0.703344799741114,0.259545441093103,0.0298256501192333,0.0953090706457176,NA,0.0350131384785536,0.0129204061419307,0.00148474776272176,0.00474457149609845,0.945837136120695,0.386,0.602,0.252,0.777,NA
