"","GO.Slim.Term","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","GO.Term"
"38","cell surface receptor linked signal transduction",0.0810841227073262,0.998325981096704,1,2,NA
"39","cellular response to heat",0.0810878312768008,0.998325824577442,1,2,NA
"40","voltage-gated calcium channel activity",0.0810898057826703,0.99832574124079,1,2,NA
"41","oxygen binding",0.0810942240732349,0.998325554753104,1,2,NA
"42","regulation of I-kappaB kinase/NF-kappaB cascade",0.0811001080662636,0.998325306384053,1,2,NA
"43","tumor necrosis factor receptor binding",0.0811043383237784,0.998325127808897,1,2,NA
"44","cGMP biosynthetic process",0.0811063862312891,0.99832504135541,1,2,NA
"45","cyclic nucleotide biosynthetic process",0.0811063862312891,0.99832504135541,1,2,NA
"46","guanylate cyclase activity",0.0811063862312891,0.99832504135541,1,2,NA
"47","guanylate cyclase complex, soluble",0.0811063862312891,0.99832504135541,1,2,NA
"48","phosphorus-oxygen lyase activity",0.0811063862312891,0.99832504135541,1,2,NA
"49","chemotaxis",0.0811065669930916,0.998325033724345,1,2,NA
"50","spectrin binding",0.0811066427574711,0.998325030525859,1,2,NA
"51","regulation of ARF protein signal transduction",0.0811067012844321,0.998325028055071,1,2,NA
"52","response to reactive oxygen species",0.0811142492434474,0.998324709392595,1,2,NA
"53","ion channel activity",0.11917220245628,0.995111064225155,1,3,NA
"54","protein transporter activity",0.119172344328677,0.995111052239017,1,3,NA
"55","chromatin remodeling",0.119173481392717,0.995110956173207,1,3,NA
"56","intermediate filament cytoskeleton",0.119176657151587,0.995110687861254,1,3,NA
"57","tRNA processing",0.119177163923605,0.995110645044628,1,3,NA
"58","response to hydrogen peroxide",0.119179546552037,0.995110443736234,1,3,NA
"59","histone binding",0.119181463574294,0.995110281763741,1,3,NA
"60","germ cell development",0.119194924784983,0.995109144322941,1,3,NA
"61","metalloendopeptidase activity",0.155719325097442,0.990479523231824,1,4,NA
"62","response to organic cyclic substance",0.155729164157533,0.990478275078319,1,4,NA
"63","response to organic substance",0.155736426579926,0.990477353732873,1,4,NA
"64","response to hypoxia",0.155740777005599,0.990476801794226,1,4,NA
"65","protein K63-linked ubiquitination",0.155741021812017,0.990476770735116,1,4,NA
"66","positive regulation of I-kappaB kinase/NF-kappaB cascade",0.15574647751287,0.990476078544647,1,4,NA
"67","transferase activity",0.155747065909118,0.990476003890427,1,4,NA
"68","metallopeptidase activity",0.155748313365953,0.990475845615235,1,4,NA
"69","ARF guanyl-nucleotide exchange factor activity",0.155748607037372,0.990475808354502,1,4,NA
"70","ubiquitin binding",0.15576159085596,0.990474160902356,1,4,NA
"71","establishment or maintenance of chromatin architecture",0.190817429057367,0.984543140401886,1,5,NA
"72","nuclear chromatin",0.190817478249162,0.984543132071811,1,5,NA
"73","ubiquitin-specific protease activity",0.190828946055164,0.984541190061365,1,5,NA
"74","RNA processing",0.190866716924428,0.984534792829066,1,5,NA
"75","signal transduction",0.198992806347566,0.953967236625945,2,20,"DNA damage checkpoint"
"76","endoplasmic reticulum lumen",0.224447040035405,0.977424651023429,1,6,NA
"77","methyltransferase activity",0.224456901087417,0.977422561737634,1,6,NA
"78","ion transport",0.224457308763521,0.977422475359972,1,6,NA
"79","enzyme binding",0.224465964435917,0.977420641368824,1,6,NA
"80","lysosome",0.224469702901315,0.977419849225476,1,6,NA
"81","response to drug",0.224470645837211,0.977419649424379,1,6,NA
"82","endonuclease activity",0.224525015142644,0.977408127317076,1,6,NA
"83","metal ion binding",0.233124591791152,0.885067433880167,6,101,NA
"84","integral to plasma membrane",0.245679009867883,0.934372573698395,2,23,NA
"85","kinase activity",0.256725760144663,0.969218093114929,1,7,"two-component sensor activity"
"86","protein heterodimerization activity",0.256731774266713,0.96921656250782,1,7,NA
"87","endocytosis",0.256741003501282,0.969214213564364,1,7,NA
"88","nervous system development",0.256745016025625,0.96921319230059,1,7,NA
"89","actin cytoskeleton organization",0.256762408116228,0.969208765462432,1,7,NA
"90","aspartic-type endopeptidase activity",0.256816361281139,0.969195030394803,1,7,NA
"91","intracellular protein transport",0.287686809298984,0.960025292726088,1,8,NA
"92","apical plasma membrane",0.287694346134491,0.960023052658993,1,8,NA
"93","GTPase activity",0.287721479764905,0.960014987520048,1,8,NA
"94","heme binding",0.287744243895442,0.960008220444759,1,8,NA
"95","RNA-directed DNA polymerase activity",0.287812921453911,0.959987800758451,1,8,NA
"96","negative regulation of cell proliferation",0.317430124993325,0.949922370382762,1,9,NA
"97","cell adhesion",0.345886456363013,0.939035669190296,1,10,"agglutination involved in conjugation with cellular fusion"
"98","catalytic activity",0.345886906652425,0.939035496769995,1,10,NA
"99","helicase activity",0.345901333693522,0.939029972360285,1,10,NA
"100","apoptosis",0.345931427288348,0.939018447957421,1,10,NA
"101","DNA integration",0.346012751396102,0.93898729831007,1,10,NA
"102","transmembrane transport",0.373215598882706,0.927408344691214,1,11,NA
"103","metabolic process",0.373224932587135,0.927404369531193,1,11,NA
"104","negative regulation of transcription, DNA-dependent",0.373225192858354,0.927404258681619,1,11,NA
"105","protein deubiquitination",0.373234461995086,0.927400310888095,1,11,NA
"106","GTP binding",0.373250546140479,0.927393460227567,1,11,NA
"107","ATPase activity",0.399431767127719,0.915126731536341,1,12,NA
"108","ubiquitin-dependent protein catabolic process",0.399456411094469,0.915115174144315,1,12,NA
"109","positive regulation of transcription, DNA-dependent",0.399461366667228,0.9151128499916,1,12,NA
"110","DNA recombination",0.399476983880617,0.915105525300018,1,12,NA
"111","spermatogenesis",0.448682703191507,0.888889152704728,1,14,NA
"112","axon",0.448683894382795,0.888888491184686,1,14,NA
"113","positive regulation of transcription from RNA polymerase II promoter",0.448731438859756,0.888862085663692,1,14,NA
"114","RNA binding",0.457917951725217,0.767274259490768,3,60,NA
"115","intracellular membrane-bounded organelle",0.471802565788037,0.875062070859309,1,15,NA
"116","microtubule",0.493998733282817,0.860824926225636,1,16,NA
"117","ubiquitin-protein ligase activity",0.515271800781871,0.84625450831496,1,17,NA
"118","chromatin binding",0.515292313655457,0.846240443531561,1,17,NA
"119","protein homodimerization activity",0.535669805681753,0.831394802121488,1,18,NA
"120","intracellular",0.573985610026571,0.800989135996104,1,20,NA
"121","extracellular region",0.591933286626277,0.785559129106612,1,21,NA
"122","protein serine/threonine kinase activity",0.59193978171209,0.785553539806729,1,21,NA
"123","nucleic acid binding",0.613842170364126,0.669084090164772,2,49,NA
"124","plasma membrane",0.622770258533985,0.613318255848707,3,76,"1,3-beta-glucan synthase complex"
"125","protein binding",0.640694534864949,0.5658615741297,4,104,NA
"126","protein amino acid phosphorylation",0.656739085261451,0.72286924324159,1,25,NA
"127","DNA binding",0.67785804872898,0.59915707577821,2,55,NA
"128","identical protein binding",0.698628828601282,0.675813618780773,1,28,NA
"129","ATP binding",0.75844533341728,0.452133330515737,3,93,NA
"130","nucleoplasm",0.77161909585432,0.434387361783189,3,95,NA
"131","regulation of transcription, DNA-dependent",0.787390531074375,0.555060768802419,1,36,NA
"132","zinc ion binding",0.836675238271111,0.472193717468863,1,42,NA
"133","transcription, DNA-dependent",0.919758279784439,0.293351922369041,1,58,NA
"134","cytoplasm",0.942828123329252,0.13701832661742,4,171,NA
"135","membrane",0.943997157775663,0.226693109347232,1,66,NA
"136","cytosol",0.983654554565306,0.0631990147553496,2,136,"phosphopyruvate hydratase complex"
"137","nucleus",0.989287223962263,0.0372144087007916,3,184,"repairosome"
"138","integral to membrane",0.992682412538993,0.0463355190867182,1,110,NA
"139","ubiquitin protein ligase binding",0.999999999999997,0.626747567839863,0,11,NA
"140","protein kinase activity",0.999999999999999,0.374287915794525,0,23,NA
"141","",1,0.551285944926163,0,14,NA
"142","'de novo' IMP biosynthetic process",1,0.958624732346682,0,1,NA
"143","'de novo' protein folding",1,0.918911814192523,0,2,NA
"144","'de novo' pyrimidine base biosynthetic process",1,0.918923119237698,0,2,NA
"145","(S)-3-amino-2-methylpropionate transaminase activity",1,0.958624743682554,0,1,NA
"146","1-acylglycerol-3-phosphate O-acyltransferase activity",1,0.958620390343896,0,1,NA
"147","1-acylglycerophosphocholine O-acyltransferase activity",1,0.958620390343896,0,1,NA
"148","1-phosphatidylinositol-3-kinase activity",1,0.91892306921146,0,2,NA
"149","1-phosphatidylinositol-4-phosphate 5-kinase activity",1,0.958621639811035,0,1,NA
"150","2-acylglycerol-3-phosphate O-acyltransferase activity",1,0.958620390343896,0,1,NA
"151","2-oxoglutarate metabolic process",1,0.918910125523507,0,2,NA
"152","2 iron, 2 sulfur cluster binding",1,0.880805357068868,0,3,NA
"153","3'-5'-exoribonuclease activity",1,0.958603245120717,0,1,NA
"154","3'-5' DNA helicase activity",1,0.958612870766036,0,1,NA
"155","3'-5' exonuclease activity",1,0.958611489864667,0,1,NA
"156","3'-phosphoadenosine 5'-phosphosulfate metabolic process",1,0.958607613096339,0,1,NA
"157","3-beta-hydroxy-delta5-steroid dehydrogenase activity",1,0.958624554190532,0,1,NA
"158","3-oxoacyl-[acyl-carrier-protein] reductase activity",1,0.958619336850861,0,1,NA
"159","4-aminobutyrate transaminase complex",1,0.958624743682554,0,1,NA
"160","4-aminobutyrate:2-oxoglutarate transaminase activity",1,0.958624743682554,0,1,NA
"161","4-coumarate-CoA ligase activity",1,0.958615284352271,0,1,NA
"162","4-hydroxy-4-methyl-2-oxoglutarate aldolase activity",1,0.958601989938834,0,1,NA
"163","4 iron, 4 sulfur cluster binding",1,0.880828910289185,0,3,NA
"164","5'-3' exoribonuclease activity",1,0.958607125180695,0,1,NA
"165","5-oxoprolinase (ATP-hydrolyzing) activity",1,0.958624584372304,0,1,NA
"166","5S class rRNA transcription",1,0.958624619390808,0,1,NA
"167","8-oxo-7,8-dihydroguanine triphosphatase activity",1,0.958611456266027,0,1,NA
"168","90S preribosome",1,0.918891440795684,0,2,NA
"169","A band",1,0.958596729309606,0,1,NA
"170","acetylglucosaminyltransferase activity",1,0.918886457161641,0,2,NA
"171","acidic amino acid transmembrane transporter activity",1,0.958608012274214,0,1,NA
"172","acrosomal vesicle",1,0.880790833193317,0,3,NA
"173","acrosome assembly",1,0.958624521499198,0,1,NA
"174","actin binding",1,0.575397832201158,0,13,NA
"175","actin cytoskeleton",1,0.88080268393128,0,3,NA
"176","actin cytoskeleton reorganization",1,0.880828233218432,0,3,NA
"177","actin filament",1,0.958623911724541,0,1,NA
"178","actin filament binding",1,0.809186542557316,0,5,NA
"179","actin filament capping",1,0.88082949790782,0,3,NA
"180","actin filament organization",1,0.958623661513389,0,1,NA
"181","activation of adenylate cyclase activity by G-protein signaling pathway",1,0.958607458813967,0,1,NA
"182","activation of caspase activity",1,0.958615851492445,0,1,NA
"183","activation of MAPK activity",1,0.958615045522553,0,1,NA
"184","activation of MAPKK activity",1,0.95859920570908,0,1,NA
"185","activation of MAPKKK activity",1,0.958618734458069,0,1,NA
"186","activation of protein kinase A activity",1,0.958625078745231,0,1,NA
"187","activation of protein kinase activity",1,0.958624386429236,0,1,NA
"188","activation of protein kinase B activity",1,0.918923184941544,0,2,NA
"189","activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway",1,0.918922806793862,0,2,NA
"190","activation of store-operated calcium channel activity",1,0.958622058150445,0,1,NA
"191","actomyosin structure organization",1,0.958620779034281,0,1,NA
"192","acyl-CoA binding",1,0.958611138770959,0,1,NA
"193","acyl-CoA dehydrogenase activity",1,0.958622511019412,0,1,NA
"194","acyl-CoA metabolic process",1,0.958611138770959,0,1,NA
"195","acyl-CoA oxidase activity",1,0.958622511019412,0,1,NA
"196","acylglycerol catabolic process",1,0.958615079861446,0,1,NA
"197","acylglycerol lipase activity",1,0.958615079861446,0,1,NA
"198","adaptive immune response",1,0.918877603055016,0,2,NA
"199","adenosine deaminase activity",1,0.958605024709084,0,1,NA
"200","adenosine kinase activity",1,0.95862135068699,0,1,NA
"201","adenosine salvage",1,0.95862135068699,0,1,NA
"202","adenosine to inosine editing",1,0.91889224111831,0,2,NA
"203","adenylate cyclase activity",1,0.958607458813967,0,1,NA
"204","adipose tissue development",1,0.958621800116929,0,1,NA
"205","ADP-ribose diphosphatase activity",1,0.958624542017642,0,1,NA
"206","ADP-ribosylation factor binding",1,0.958624416461049,0,1,NA
"207","ADP binding",1,0.918922628673261,0,2,NA
"208","adult chitin-containing cuticle pigmentation",1,0.958622538201403,0,1,NA
"209","adult locomotory behavior",1,0.958625241545097,0,1,NA
"210","aerobic respiration",1,0.880775225792942,0,3,NA
"211","aggregation involved in sorocarp development",1,0.958624106570436,0,1,NA
"212","aggresome",1,0.958600653056214,0,1,NA
"213","aging",1,0.958623661513389,0,1,NA
"214","allantoicase activity",1,0.958626827566308,0,1,NA
"215","allantoin catabolic process",1,0.958626827566308,0,1,NA
"216","alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",1,0.958593625359031,0,1,NA
"217","alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",1,0.958605891268791,0,1,NA
"218","alpha-2 macroglobulin receptor activity",1,0.958624507024447,0,1,NA
"219","alpha-glucosidase activity",1,0.958624389085171,0,1,NA
"220","alpha-L-fucosidase activity",1,0.958623204172378,0,1,NA
"221","alpha-tubulin binding",1,0.918900192704962,0,2,NA
"222","alpha DNA polymerase:primase complex",1,0.958624632770884,0,1,NA
"223","alternative nuclear mRNA splicing, via spliceosome",1,0.958620993176824,0,1,NA
"224","alveolus development",1,0.918923466966309,0,2,NA
"225","amino acid binding",1,0.918914397503348,0,2,NA
"226","aminoacyl-tRNA ligase activity",1,0.95861699789958,0,1,NA
"227","aminoacyl-tRNA synthetase multienzyme complex",1,0.95861699789958,0,1,NA
"228","anaphase-promoting complex",1,0.880829211169298,0,3,NA
"229","anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process",1,0.958625113030478,0,1,NA
"230","anatomical structure morphogenesis",1,0.880824542352064,0,3,NA
"231","anchored to membrane",1,0.958624544497741,0,1,NA
"232","anchored to plasma membrane",1,0.958621068694155,0,1,NA
"233","androgen receptor binding",1,0.958620993176824,0,1,NA
"234","androgen receptor signaling pathway",1,0.880788020167654,0,3,NA
"235","angiogenesis",1,0.880807846074968,0,3,NA
"236","anion transmembrane transporter activity",1,0.958619450218297,0,1,NA
"237","anion transport",1,0.958619450218297,0,1,NA
"238","anion:anion antiporter activity",1,0.958619450218297,0,1,NA
"239","ankyrin binding",1,0.958624276956786,0,1,NA
"240","anoikis",1,0.958624836943101,0,1,NA
"241","anterior/posterior pattern formation",1,0.918923936667443,0,2,NA
"242","anterograde axon cargo transport",1,0.958615045522553,0,1,NA
"243","anthranilate metabolic process",1,0.95862456640809,0,1,NA
"244","antibacterial humoral response",1,0.958622082667797,0,1,NA
"245","antibiotic biosynthetic process",1,0.958624554190532,0,1,NA
"246","antigen processing and presentation",1,0.958602602239612,0,1,NA
"247","antiporter activity",1,0.958608279160858,0,1,NA
"248","AP-4 adaptor complex",1,0.958624450408501,0,1,NA
"249","apical lamina of hyaline layer",1,0.918920888834451,0,2,NA
"250","apical part of cell",1,0.880811305957241,0,3,NA
"251","apical protein localization",1,0.958624569770656,0,1,NA
"252","apolipoprotein binding",1,0.958624507024447,0,1,NA
"253","apoptotic cell clearance",1,0.958624507024447,0,1,NA
"254","arachidonate-CoA ligase activity",1,0.958623701575789,0,1,NA
"255","arachidonic acid metabolic process",1,0.958615079861446,0,1,NA
"256","armadillo repeat domain binding",1,0.9586105645238,0,1,NA
"257","aromatase activity",1,0.958620134386504,0,1,NA
"258","aromatic amino acid transmembrane transporter activity",1,0.95861111257342,0,1,NA
"259","Arp2/3 complex-mediated actin nucleation",1,0.918894124193094,0,2,NA
"260","aryl hydrocarbon receptor activity",1,0.958617191367712,0,1,NA
"261","aryl hydrocarbon receptor complex",1,0.958617191367712,0,1,NA
"262","aryl sulfotransferase activity",1,0.958607613096339,0,1,NA
"263","arylsulfatase activity",1,0.918922790198617,0,2,NA
"264","aspartate carbamoyltransferase activity",1,0.958624569013912,0,1,NA
"265","aspartate transport",1,0.958608012274214,0,1,NA
"266","aspartic endopeptidase activity, intramembrane cleaving",1,0.958620033230006,0,1,NA
"267","associative learning",1,0.958625688111516,0,1,NA
"268","ATP-dependent 3'-5' DNA helicase activity",1,0.918908072764804,0,2,NA
"269","ATP-dependent RNA helicase activity",1,0.775516244095249,0,6,NA
"270","ATP biosynthetic process",1,0.958608012274214,0,1,NA
"271","ATP diphosphatase activity",1,0.958611456266027,0,1,NA
"272","ATP hydrolysis coupled proton transport",1,0.880824220001,0,3,NA
"273","ATP metabolic process",1,0.918905116288196,0,2,NA
"274","ATP synthesis coupled electron transport",1,0.918877391209966,0,2,NA
"275","ATP synthesis coupled proton transport",1,0.880793687590507,0,3,NA
"276","ATPase activator activity",1,0.958607758153884,0,1,NA
"277","ATPase activity, coupled to transmembrane movement of substances",1,0.918909846700801,0,2,NA
"278","ATPase binding",1,0.918911394277946,0,2,NA
"279","attachment of telomeres to nuclear envelope",1,0.958619059222404,0,1,NA
"280","auditory receptor cell stereocilium organization",1,0.958615045522553,0,1,NA
"281","autophagic vacuole",1,0.809191390279023,0,5,NA
"282","autophagic vacuole formation",1,0.844268764462808,0,4,NA
"283","autophagic vacuole membrane",1,0.95862460256132,0,1,NA
"284","autophagy",1,0.743257984425558,0,7,NA
"285","axon cargo transport",1,0.918924844367408,0,2,NA
"286","axon extension",1,0.844278599546167,0,4,NA
"287","axon guidance",1,0.88082624145352,0,3,NA
"288","axon target recognition",1,0.958624664516892,0,1,NA
"289","axonal defasciculation",1,0.9586203443823,0,1,NA
"290","axonemal dynein complex",1,0.880830699895298,0,3,NA
"291","axonemal dynein complex assembly",1,0.958624268175147,0,1,NA
"292","axonemal microtubule depolymerization",1,0.958624557667877,0,1,NA
"293","axoneme",1,0.809207126639947,0,5,NA
"294","axoneme assembly",1,0.880802137451853,0,3,NA
"295","axonogenesis",1,0.918925035815511,0,2,NA
"296","B cell activation",1,0.958593407159089,0,1,NA
"297","B cell affinity maturation",1,0.958593407159089,0,1,NA
"298","B cell differentiation",1,0.958624606795315,0,1,NA
"299","B cell homeostasis",1,0.958625477482819,0,1,NA
"300","B cell receptor signaling pathway",1,0.958593407159089,0,1,NA
"301","basal plasma membrane",1,0.918921703335746,0,2,NA
"302","base-excision repair",1,0.958617135865939,0,1,NA
"303","base-excision repair, DNA ligation",1,0.958617135865939,0,1,NA
"304","base conversion or substitution editing",1,0.958605024709084,0,1,NA
"305","basement membrane",1,0.809201019035263,0,5,NA
"306","basolateral plasma membrane",1,0.712314205551804,0,8,NA
"307","behavioral response to cocaine",1,0.958624743682554,0,1,NA
"308","behavioral response to ethanol",1,0.958601192728758,0,1,NA
"309","beta-2 adrenergic receptor binding",1,0.958608561329105,0,1,NA
"310","beta-alanine biosynthetic process",1,0.958624716625163,0,1,NA
"311","beta-amyloid binding",1,0.918923282197814,0,2,NA
"312","beta-amyloid metabolic process",1,0.958620394269037,0,1,NA
"313","beta-tubulin binding",1,0.918924171667575,0,2,NA
"314","betaine-homocysteine S-methyltransferase activity",1,0.958616041876261,0,1,NA
"315","bile acid biosynthetic process",1,0.958624510986551,0,1,NA
"316","binding of sperm to zona pellucida",1,0.918913434382315,0,2,NA
"317","biosynthetic process",1,0.958615747152791,0,1,NA
"318","biotin binding",1,0.958624546740401,0,1,NA
"319","biotin metabolic process",1,0.958624546740401,0,1,NA
"320","biphenyl metabolic process",1,0.958620134386504,0,1,NA
"321","BLOC-2 complex",1,0.95861010915663,0,1,NA
"322","blood coagulation",1,0.918888764160555,0,2,NA
"323","blood vessel development",1,0.880804551110256,0,3,NA
"324","blood vessel maturation",1,0.958624600882876,0,1,NA
"325","blood vessel morphogenesis",1,0.958608561329105,0,1,NA
"326","blood vessel remodeling",1,0.958624553844628,0,1,NA
"327","BMP signaling pathway",1,0.918920875894049,0,2,NA
"328","bone development",1,0.880787931031959,0,3,NA
"329","border follicle cell migration",1,0.958622082667797,0,1,NA
"330","box H/ACA snoRNA binding",1,0.958610035765022,0,1,NA
"331","box H/ACA snoRNP complex",1,0.958610035765022,0,1,NA
"332","brahma complex",1,0.958622538201403,0,1,NA
"333","brain development",1,0.654079705278477,0,10,NA
"334","brain morphogenesis",1,0.958623655823718,0,1,NA
"335","branching involved in ureteric bud morphogenesis",1,0.844272902411575,0,4,NA
"336","BRCA1-A complex",1,0.958624219890435,0,1,NA
"337","BRISC complex",1,0.958624219890435,0,1,NA
"338","bristle development",1,0.958624641613586,0,1,NA
"339","brush border membrane",1,0.958624553844628,0,1,NA
"340","C-terminal protein lipidation",1,0.958619521043445,0,1,NA
"341","CAAX-protein geranylgeranyltransferase activity",1,0.958609690993633,0,1,NA
"342","CAAX-protein geranylgeranyltransferase complex",1,0.958609690993633,0,1,NA
"343","cadherin binding",1,0.775552552368581,0,6,NA
"344","calcium- and calmodulin-responsive adenylate cyclase activity",1,0.958607458813967,0,1,NA
"345","calcium-dependent cell-cell adhesion",1,0.958605632006344,0,1,NA
"346","calcium-dependent phospholipid binding",1,0.958624566176809,0,1,NA
"347","calcium-dependent protein binding",1,0.880820050175063,0,3,NA
"348","calcium-mediated signaling",1,0.880787067356056,0,3,NA
"349","calcium channel complex",1,0.958624540829474,0,1,NA
"350","calcium channel regulator activity",1,0.958622058150445,0,1,NA
"351","calcium ion binding",1,0.276311967881805,0,30,NA
"352","calcium ion homeostasis",1,0.95862429918308,0,1,NA
"353","calcium ion import",1,0.958624540829474,0,1,NA
"354","calcium:sodium antiporter activity",1,0.95862429918308,0,1,NA
"355","calmodulin binding",1,0.600571258000606,0,12,NA
"356","camera-type eye development",1,0.918923305658172,0,2,NA
"357","cAMP-mediated signaling",1,0.918903944401964,0,2,NA
"358","cAMP biosynthetic process",1,0.958607458813967,0,1,NA
"359","carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity",1,0.958624569013912,0,1,NA
"360","carbohydrate binding",1,0.9189227157912,0,2,NA
"361","carbohydrate metabolic process",1,0.844275386019936,0,4,NA
"362","carboxyl- or carbamoyltransferase activity",1,0.958624569013912,0,1,NA
"363","carboxylic acid binding",1,0.958611138770959,0,1,NA
"364","carboxypeptidase activity",1,0.958599357533621,0,1,NA
"365","cardiac muscle cell development",1,0.918923549009065,0,2,NA
"366","cardiac muscle contraction",1,0.918922946594428,0,2,NA
"367","cartilage development",1,0.958624553844628,0,1,NA
"368","catecholamine metabolic process",1,0.958624553844628,0,1,NA
"369","cation channel activity",1,0.958612334732098,0,1,NA
"370","cation transport",1,0.918920417355775,0,2,NA
"371","caveola",1,0.958624276956786,0,1,NA
"372","CCR4-NOT complex",1,0.958620892520758,0,1,NA
"373","CCR4-NOT core complex",1,0.958620892520758,0,1,NA
"374","Cdc73/Paf1 complex",1,0.958620567274818,0,1,NA
"375","cell-cell junction",1,0.918921611787691,0,2,NA
"376","cell-cell signaling",1,0.958623265787441,0,1,"neurotransmitter uptake"
"377","cell adhesion mediated by integrin",1,0.958625078745231,0,1,NA
"378","cell aging",1,0.844256785221312,0,4,NA
"379","cell communication",1,0.958624639019685,0,1,NA
"380","cell cortex",1,0.844252823813112,0,4,NA
"381","cell cycle",1,0.314776628888335,0,27,NA
"382","cell cycle arrest",1,0.918923343139577,0,2,NA
"383","cell differentiation",1,0.528132849911217,0,15,NA
"384","cell division",1,0.390816223392551,0,22,NA
"385","cell division site",1,0.958621101414817,0,1,NA
"386","cell fate commitment",1,0.958624641613586,0,1,NA
"387","cell junction",1,0.626763541239173,0,11,NA
"388","cell leading edge",1,0.880827088260425,0,3,NA
"389","cell maturation",1,0.958593407159089,0,1,NA
"390","cell migration",1,0.880815117175963,0,3,NA
"391","cell morphogenesis",1,0.958623422052059,0,1,NA
"392","cell motility",1,0.958620353599431,0,1,NA
"393","cell projection",1,0.918923511564689,0,2,NA
"394","cell projection organization",1,0.880786186192981,0,3,NA
"395","cell proliferation",1,0.626767174192069,0,11,NA
"396","cell redox homeostasis",1,0.809162907021189,0,5,NA
"397","cell soma",1,0.626772424506283,0,11,NA
"398","cell surface",1,0.74328687382657,0,7,NA
"399","cell wall",1,0.958611846256332,0,1,NA
"400","cellular amine metabolic process",1,0.958607613096339,0,1,NA
"401","cellular amino acid biosynthetic process",1,0.918897464575015,0,2,NA
"402","cellular amino acid metabolic process",1,0.918914397503348,0,2,NA
"403","cellular calcium ion homeostasis",1,0.844264667761281,0,4,NA
"404","cellular copper ion homeostasis",1,0.958624553844628,0,1,NA
"405","cellular iron ion homeostasis",1,0.880806863790529,0,3,NA
"406","cellular potassium ion homeostasis",1,0.958624276956786,0,1,NA
"407","cellular protein localization",1,0.918903482496588,0,2,NA
"408","cellular protein metabolic process",1,0.880829765828742,0,3,NA
"409","cellular respiration",1,0.958608012274214,0,1,NA
"410","cellular response to amino acid starvation",1,0.880806856251052,0,3,NA
"411","cellular response to glucose starvation",1,0.918907624503977,0,2,NA
"412","cellular response to hormone stimulus",1,0.958621811200119,0,1,NA
"413","cellular response to insulin stimulus",1,0.958601192728758,0,1,NA
"414","cellular response to nutrient levels",1,0.958624836943101,0,1,NA
"415","cellular response to oxidative stress",1,0.844233092663117,0,4,NA
"416","cellular response to reactive oxygen species",1,0.91889057648652,0,2,NA
"417","cellular response to starvation",1,0.880828456559129,0,3,NA
"418","cellular response to UV",1,0.918909069455774,0,2,NA
