"","GO.Slim.Term","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","GO.Term"
"138","folic acid transporter activity",0.183577151580854,1,1,1,NA
"139","glycine metabolic process",0.183577151580854,1,1,1,NA
"140","positive regulation of kinase activity",0.183580222494501,1,1,1,NA
"141","creatine transport",0.183582314882968,1,1,1,NA
"142","creatine transporter activity",0.183582314882968,1,1,1,NA
"143","monocarboxylic acid transport",0.183582314882968,1,1,1,NA
"144","biosynthetic process",0.183584198423837,1,1,1,NA
"145","glutamate metabolic process",0.183584198423837,1,1,1,NA
"146","L-phenylalanine catabolic process",0.183584198423837,1,1,1,NA
"147","L-tyrosine:2-oxoglutarate aminotransferase activity",0.183584198423837,1,1,1,NA
"148","lyase activity",0.183584198423837,1,1,1,NA
"149","response to glucocorticoid stimulus",0.183584198423837,1,1,1,NA
"150","response to mercury ion",0.183584198423837,1,1,1,NA
"151","tyrosine catabolic process",0.183584198423837,1,1,1,NA
"152","aryl hydrocarbon receptor activity",0.183605246048592,1,1,1,NA
"153","aryl hydrocarbon receptor complex",0.183605246048592,1,1,1,NA
"154","response to xenobiotic stimulus",0.183605246048592,1,1,1,NA
"155","nuclear origin of replication recognition complex",0.1837430164239,1,1,1,NA
"156","dihydrolipoyl dehydrogenase activity",0.183839017460107,1,1,1,NA
"157","oxoglutarate dehydrogenase complex",0.183839017460107,1,1,1,NA
"158","mitochondrial sorting and assembly machinery complex",0.183860974106554,1,1,1,NA
"159","entrainment of circadian clock",0.183866648425244,1,1,1,NA
"160","G-protein beta/gamma-subunit binding",0.183866648425244,1,1,1,NA
"161","guanyl nucleotide binding",0.183866648425244,1,1,1,NA
"162","muscarinic acetylcholine receptor signaling pathway",0.183866648425244,1,1,1,NA
"163","phototransduction, visible light",0.183866648425244,1,1,1,NA
"164","chromosome separation",0.183870605444111,1,1,1,NA
"165","DNA-directed RNA polymerase II, holoenzyme",0.183870605444111,1,1,1,NA
"166","DNA metabolic process",0.183870605444111,1,1,1,NA
"167","negative regulation of RNA elongation from RNA polymerase II promoter",0.183870605444111,1,1,1,NA
"168","metalloaminopeptidase activity",0.183941652279197,1,1,1,NA
"169","1-phosphatidylinositol-4-phosphate 5-kinase activity",0.184031510847235,1,1,1,NA
"170","phenylalanine-tRNA ligase activity",0.184053391629497,1,1,1,NA
"171","phenylalanine-tRNA ligase complex",0.184053391629497,1,1,1,NA
"172","phenylalanyl-tRNA aminoacylation",0.184053391629497,1,1,1,NA
"173","cellular response to hormone stimulus",0.184077379297283,1,1,1,NA
"174","neuropeptide receptor activity",0.184077379297283,1,1,1,NA
"175","olfactory receptor activity",0.184077379297283,1,1,1,NA
"176","peptide binding",0.184077379297283,1,1,1,NA
"177","chitin binding",0.184097196818986,1,1,1,NA
"178","chitin metabolic process",0.184097196818986,1,1,1,NA
"179","cilium motion involved in determination of left/right asymmetry",0.184097196818986,1,1,1,NA
"180","lung development",0.184097196818986,1,1,1,NA
"181","tRNA dihydrouridine synthase activity",0.18417400756063,1,1,1,NA
"182","stereocilium bundle tip",0.184376917027705,1,1,1,NA
"183","exoribonuclease activity, producing 5'-phosphomonoesters",0.184512786625305,1,1,1,NA
"184","host cell membrane",0.184512786625305,1,1,1,NA
"185","omega peptidase activity",0.184512786625305,1,1,1,NA
"186","RNA-directed RNA polymerase activity",0.184512786625305,1,1,1,NA
"187","viral genome replication",0.184512786625305,1,1,1,NA
"188","viral protein processing",0.184512786625305,1,1,1,NA
"189","alpha-L-fucosidase activity",0.184734838879586,1,1,1,NA
"190","fucose metabolic process",0.184734838879586,1,1,1,NA
"191","cell-cell signaling",0.184783729100392,1,1,1,"neurotransmitter uptake"
"192","endochondral ossification",0.184783729100392,1,1,1,NA
"193","endothelial cell proliferation",0.184783729100392,1,1,1,NA
"194","heart trabecula formation",0.184783729100392,1,1,1,NA
"195","leukocyte migration",0.184783729100392,1,1,1,NA
"196","positive regulation of focal adhesion formation",0.184783729100392,1,1,1,NA
"197","Ras guanyl-nucleotide exchange factor activity",0.184783729100392,1,1,1,NA
"198","regulation of establishment or maintenance of cell polarity",0.184783729100392,1,1,1,NA
"199","response to cAMP",0.184783729100392,1,1,1,NA
"200","response to peptide hormone stimulus",0.184783729100392,1,1,1,NA
"201","sprouting angiogenesis",0.184783729100392,1,1,1,NA
"202","Tie receptor signaling pathway",0.184783729100392,1,1,1,NA
"203","collagen metabolic process",0.185145958492147,1,1,1,NA
"204","procollagen-proline 3-dioxygenase activity",0.185145958492147,1,1,1,NA
"205","protein amino acid hydroxylation",0.185145958492147,1,1,1,NA
"206","brain morphogenesis",0.185172552472981,1,1,1,NA
"207","cytidylyltransferase activity",0.185172552472981,1,1,1,NA
"208","D-ribitol-5-phosphate cytidylyltransferase activity",0.185172552472981,1,1,1,NA
"209","isoprenoid biosynthetic process",0.185172552472981,1,1,1,NA
"210","muscle fiber development",0.185172552472981,1,1,1,NA
"211","regulation of protein amino acid glycosylation",0.185172552472981,1,1,1,NA
"212","histidine ammonia-lyase activity",0.185533514426037,1,1,1,NA
"213","actin filament",0.185543295224785,1,1,1,NA
"214","negative regulation of phosphatase activity",0.185543295224785,1,1,1,NA
"215","lysosome localization",0.185553103098421,1,1,1,NA
"216","drug transporter activity",0.185724669309386,1,1,1,NA
"217","vesicle membrane",0.185724669309386,1,1,1,NA
"218","negative regulation of cell growth",0.185732218372744,1,1,1,NA
"219","nucleosome assembly",0.185732218372744,1,1,1,NA
"220","SWI/SNF complex",0.185732218372744,1,1,1,NA
"221","positive regulation of transcription of Notch receptor target",0.185909881479925,1,1,1,NA
"222","endoplasmic reticulum membrane fusion",0.186531711844894,1,1,1,NA
"223","larval midgut cell programmed cell death",0.186531711844894,1,1,1,NA
"224","pole cell formation",0.186531711844894,1,1,1,NA
"225","positive regulation of virion penetration into host cell",0.186531711844894,1,1,1,NA
"226","regulation of neuron apoptosis",0.186531711844894,1,1,1,NA
"227","regulation of pole plasm oskar mRNA localization",0.186531711844894,1,1,1,NA
"228","AP-2 adaptor complex",0.186912210280749,1,1,1,NA
"229","ADP-ribose diphosphatase activity",0.189488568760931,1,1,1,NA
"230","UDP-sugar diphosphatase activity",0.189488568760931,1,1,1,NA
"231","vesicle docking during exocytosis",0.189613453633778,1,1,1,NA
"232","kidney development",0.189690129164937,0.970850511546235,2,4,NA
"233","calcium channel activity",0.189800339042094,1,1,1,NA
"234","calcium ion transport",0.189800339042094,1,1,1,NA
"235","cellular response to cold",0.189800339042094,1,1,1,NA
"236","channel activity",0.189800339042094,1,1,1,NA
"237","detection of chemical stimulus involved in sensory perception of pain",0.189800339042094,1,1,1,NA
"238","detection of mechanical stimulus involved in sensory perception of pain",0.189800339042094,1,1,1,NA
"239","response to cold",0.189800339042094,1,1,1,NA
"240","response to pain",0.189800339042094,1,1,1,NA
"241","sensory perception of pain",0.189800339042094,1,1,1,NA
"242","stereocilium bundle",0.189800339042094,1,1,1,NA
"243","thermoception",0.189800339042094,1,1,1,NA
"244","transmembrane calcium ion transport",0.189800339042094,1,1,1,NA
"245","urinary bladder smooth muscle contraction",0.189800339042094,1,1,1,NA
"246","piRNA binding",0.18981493357183,1,1,1,NA
"247","anchored to membrane",0.189922513728736,1,1,1,NA
"248","endopeptidase inhibitor activity",0.189922513728736,1,1,1,NA
"249","negative regulation of keratinocyte proliferation",0.189922513728736,1,1,1,NA
"250","platelet alpha granule membrane",0.189922513728736,1,1,1,NA
"251","serine-type endopeptidase inhibitor activity",0.189922513728736,1,1,1,NA
"252","transforming growth factor beta binding",0.189922513728736,1,1,1,NA
"253","axonemal microtubule depolymerization",0.193211805475082,1,1,1,NA
"254","plus-end-directed microtubule motor activity",0.193211805475082,1,1,1,NA
"255","plus-end specific microtubule depolymerization",0.193211805475082,1,1,1,NA
"256","dihydroxy-acid dehydratase activity",0.194046646329345,1,1,1,NA
"257","valine biosynthetic process",0.194046646329345,1,1,1,NA
"258","cohesin complex",0.19449170101556,1,1,1,NA
"259","centromeric heterochromatin",0.196439214309818,1,1,1,NA
"260","centromeric heterochromatin formation",0.196439214309818,1,1,1,NA
"261","DNA methylation",0.196439214309818,1,1,1,NA
"262","lymphocyte differentiation",0.196439214309818,1,1,1,NA
"263","lymphocyte proliferation",0.196439214309818,1,1,1,NA
"264","maintenance of DNA methylation",0.196439214309818,1,1,1,NA
"265","methylation-dependent chromatin silencing",0.196439214309818,1,1,1,NA
"266","urogenital system development",0.196439214309818,1,1,1,NA
"267","phosphopantothenate--cysteine ligase activity",0.198080068507091,1,1,1,NA
"268","nicotinamide N-methyltransferase activity",0.198321705008101,1,1,1,NA
"269","ATPase activity",0.19957319268857,0.931339430648206,4,12,NA
"270","blood vessel maturation",0.199886549178467,1,1,1,NA
"271","negative regulation of smooth muscle cell differentiation",0.199886549178467,1,1,1,NA
"272","regulation of DNA replication",0.199886549178467,1,1,1,NA
"273","DNA replication",0.202903728169397,0.944492816599421,3,8,NA
"274","negative regulation of apoptosis",0.203571786807591,0.944217264549686,3,8,NA
"275","phosphoinositide 3-kinase regulator activity",0.205330895202684,1,1,1,NA
"276","regulation of phosphoinositide 3-kinase activity",0.205330895202684,1,1,1,NA
"277","phagocytosis",0.206484593409794,1,1,1,NA
"278","satellite cell activation",0.206484593409794,1,1,1,NA
"279","satellite cell differentiation",0.206484593409794,1,1,1,NA
"280","satellite cell proliferation",0.206484593409794,1,1,1,NA
"281","centrosome duplication",0.21068272043022,1,1,1,NA
"282","cortical actin cytoskeleton organization",0.21068272043022,1,1,1,NA
"283","induction of apoptosis via death domain receptors",0.21068272043022,1,1,1,NA
"284","positive regulation of centrosome duplication",0.21068272043022,1,1,1,NA
"285","regulation of protein metabolic process",0.21068272043022,1,1,1,NA
"286","beta-alanine biosynthetic process",0.213097142777865,1,1,1,NA
"287","dihydropyrimidine dehydrogenase (NADP+) activity",0.213097142777865,1,1,1,NA
"288","dihydrouracil dehydrogenase (NAD+) activity",0.213097142777865,1,1,1,NA
"289","purine base catabolic process",0.213097142777865,1,1,1,NA
"290","pyrimidine base catabolic process",0.213097142777865,1,1,1,NA
"291","thymidine catabolic process",0.213097142777865,1,1,1,NA
"292","thymine catabolic process",0.213097142777865,1,1,1,NA
"293","uracil binding",0.213097142777865,1,1,1,NA
"294","uracil catabolic process",0.213097142777865,1,1,1,NA
"295","uracil metabolic process",0.213097142777865,1,1,1,NA
"296","'de novo' IMP biosynthetic process",0.214705630668116,1,1,1,NA
"297","IMP cyclohydrolase activity",0.214705630668116,1,1,1,NA
"298","phosphoribosylaminoimidazolecarboxamide formyltransferase activity",0.214705630668116,1,1,1,NA
"299","purine nucleotide biosynthetic process",0.214705630668116,1,1,1,NA
"300","endocytic vesicle",0.222615579695128,0.971844816502587,2,3,NA
"301","cellularization",0.223716286401325,1,1,1,NA
"302","courtship behavior",0.223716286401325,1,1,1,NA
"303","DNA endoreduplication",0.223716286401325,1,1,1,NA
"304","germline ring canal",0.223716286401325,1,1,1,NA
"305","head involution",0.223716286401325,1,1,1,NA
"306","imaginal disc-derived male genitalia development",0.223716286401325,1,1,1,NA
"307","karyosome formation",0.223716286401325,1,1,1,NA
"308","open tracheal system development",0.223716286401325,1,1,1,NA
"309","ovarian fusome organization",0.223716286401325,1,1,1,NA
"310","ovarian nurse cell to oocyte transport",0.223716286401325,1,1,1,NA
"311","ovarian ring canal formation",0.223716286401325,1,1,1,NA
"312","salivary gland morphogenesis",0.223716286401325,1,1,1,NA
"313","sensitization",0.223716286401325,1,1,1,NA
"314","spiracle morphogenesis, open tracheal system",0.223716286401325,1,1,1,NA
"315","peptidase activity",0.229190403000846,0.954493435735646,2,5,NA
"316","determination of adult life span",0.230580105426885,0.959508211186975,2,4,NA
"317","four-way junction helicase activity",0.231062036114519,0.953866505369806,2,5,NA
"318","polysome",0.231554403912839,0.953700927044472,2,5,NA
"319","ubiquitin-dependent protein catabolic process",0.236452593284643,0.912572386096588,4,12,NA
"320","establishment or maintenance of chromatin architecture",0.236487191775103,0.952027060325857,2,5,NA
"321","actin binding",0.239244736217885,0.909567920386341,4,13,NA
"322","meiotic cell cycle",0.240449428989995,0.950662728687756,2,5,NA
"323","chromatin",0.24233642240243,0.9500067607914,2,5,NA
"324","activation of protein kinase A activity",0.246070023710089,1,1,1,NA
"325","cell adhesion mediated by integrin",0.246070023710089,1,1,1,NA
"326","embryonic eye morphogenesis",0.246070023710089,1,1,1,NA
"327","hormone activity",0.246070023710089,1,1,1,NA
"328","microfibril",0.246070023710089,1,1,1,NA
"329","negative regulation of osteoclast differentiation",0.246070023710089,1,1,1,NA
"330","post-embryonic eye morphogenesis",0.246070023710089,1,1,1,NA
"331","protein kinase A signaling cascade",0.246070023710089,1,1,1,NA
"332","transmembrane receptor protein tyrosine kinase signaling pathway",0.246086216538612,0.948691320186764,2,5,NA
"333","regulation of circadian rhythm",0.246706939987018,0.948472037470842,2,5,NA
"334","gene silencing by RNA",0.247578541432871,0.948163392587218,2,5,NA
"335","anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process",0.248919431459116,1,1,1,NA
"336","microtubule binding",0.248998408702659,0.921612315677027,3,9,NA
"337","nuclear chromatin",0.249210289764086,0.94758326203652,2,5,NA
"338","response to nutrient",0.261271602755852,0.943201566996321,2,5,NA
"339","regulation of calcium ion-dependent exocytosis",0.269078354691841,1,1,1,NA
"340","hydrolase activity",0.26949680590207,0.877051511719217,5,19,NA
"341","GTPase activity",0.273317379790478,0.912577891581773,3,8,NA
"342","cell cycle",0.27656652350576,0.854039317841347,7,27,NA
"343","cysteine-type endopeptidase activity",0.289693668795239,0.932218569221184,2,5,NA
"344","DNA binding",0.290845098389306,0.813115148931545,13,55,NA
"345","cytoplasmic dynein complex",0.302311338531712,1,1,1,NA
"346","cytoplasmic microtubule organization",0.302311338531712,1,1,1,NA
"347","cytoplasmic mRNA processing body assembly",0.302311338531712,1,1,1,NA
"348","establishment of spindle localization",0.302311338531712,1,1,1,NA
"349","positive regulation of intracellular transport",0.302311338531712,1,1,1,NA
"350","regulation of mitotic spindle organization",0.302311338531712,1,1,1,NA
"351","stress granule assembly",0.302311338531712,1,1,1,NA
"352","FAD binding",0.306469595310057,0.920082498404371,2,6,NA
"353","sensory perception of sound",0.306700543813801,0.919978852577656,2,6,NA
"354","endoplasmic reticulum lumen",0.309242902967696,0.918833563822794,2,6,NA
"355","response to drug",0.320204497451738,0.913804500700042,2,6,NA
"356","endonuclease activity",0.320957659848027,0.913453508146803,2,6,NA
"357","cilium",0.322496272179218,0.842065333453844,5,19,NA
"358","ATP-dependent RNA helicase activity",0.323782873355145,0.912130616638655,2,6,NA
"359","neuron projection development",0.333574621090402,0.91340811917587,2,5,NA
"360","response to reactive oxygen species",0.333666504103077,0.966512445560219,1,2,NA
"361","histone acetyl-lysine binding",0.33366650410308,0.966512445560218,1,2,NA
"362","peptidase activator activity",0.33366650410308,0.966512445560218,1,2,NA
"363","proteasomal ubiquitin-independent protein catabolic process",0.33366650410308,0.966512445560218,1,2,NA
"364","proteasome binding",0.33366650410308,0.966512445560218,1,2,NA
"365","cGMP biosynthetic process",0.333666504103165,0.966512445560199,1,2,NA
"366","cyclic nucleotide biosynthetic process",0.333666504103165,0.966512445560199,1,2,NA
"367","guanylate cyclase activity",0.333666504103165,0.966512445560199,1,2,NA
"368","guanylate cyclase complex, soluble",0.333666504103165,0.966512445560199,1,2,NA
"369","phosphorus-oxygen lyase activity",0.333666504103165,0.966512445560199,1,2,NA
"370","manganese ion binding",0.333666504103171,0.966512445560197,1,2,NA
"371","regulation of histone acetylation",0.333666538984002,0.96651243776417,1,2,NA
"372","misfolded or incompletely synthesized protein catabolic process",0.333666546163711,0.966512436159471,1,2,NA
"373","protein kinase regulator activity",0.333669187839858,0.966511845729345,1,2,NA
"374","monocarboxylic acid transmembrane transporter activity",0.333670897970322,0.966511463501742,1,2,NA
"375","symporter activity",0.333670901254562,0.966511462767686,1,2,NA
"376","oxygen binding",0.333826684888947,0.966476632674929,1,2,NA
"377","2-oxoglutarate metabolic process",0.333831009413356,0.966475665481276,1,2,NA
"378","cellular protein localization",0.333847904111492,0.966471886764185,1,2,NA
"379","mitotic cell cycle",0.333906520724834,0.966458774377021,1,2,NA
"380","ATP-dependent 3'-5' DNA helicase activity",0.333906520725433,0.966458774376888,1,2,NA
"381","protein targeting to mitochondrion",0.333907804245304,0.966458487221572,1,2,NA
"382","photoreceptor outer segment",0.333972691711841,0.966443968316178,1,2,NA
"383","Golgi to endosome transport",0.334091478297625,0.966417379216431,1,2,NA
"384","interferon-gamma binding",0.334091478297625,0.966417379216431,1,2,NA
"385","maintenance of organ identity",0.334161101619519,0.966401788778101,1,2,NA
"386","immune system process",0.334271992866233,0.966376948230485,1,2,NA
"387","definitive hemopoiesis",0.334652825039286,0.966291552901861,1,2,NA
"388","ATPase binding",0.335055726685676,0.96620106407895,1,2,NA
"389","heart looping",0.335189638914979,0.966170955369217,1,2,NA
"390","regulation of protein localization",0.335350619715981,0.966134738792697,1,2,NA
"391","G-protein-coupled receptor binding",0.335368873594431,0.966130630633096,1,2,NA
"392","protein heterotetramerization",0.335474959601395,0.96610674919701,1,2,NA
"393","transferase activity, transferring acyl groups",0.33553729050257,0.966092712822092,1,2,NA
"394","sequence-specific DNA binding",0.335578417498291,0.966083449426882,1,2,NA
"395","imaginal disc development",0.335583266842953,0.966082357063868,1,2,NA
"396","negative regulation of inflammatory response",0.335924408095054,0.96600545736628,1,2,NA
"397","regulation of vascular permeability",0.335924408095054,0.96600545736628,1,2,NA
"398","substrate adhesion-dependent cell spreading",0.335992289215772,0.965990142912212,1,2,NA
"399","fusome",0.336081464059178,0.965970018004805,1,2,NA
"400","protein amino acid O-linked mannosylation",0.336140207006649,0.965956756946602,1,2,NA
"401","translation factor activity, nucleic acid binding",0.336290825830366,0.965922740655055,1,2,NA
"402","growth factor binding",0.336816440465449,0.965803870354227,1,2,NA
"403","ATPase activity, coupled to transmembrane movement of substances",0.337038836757772,0.965753497722509,1,2,NA
"404","negative regulation of Wnt receptor signaling pathway",0.337401555867647,0.965671244207022,1,2,NA
"405","histidine catabolic process",0.337831887858064,0.965573500712654,1,2,NA
"406","histidine catabolic process to glutamate and formamide",0.337831887858064,0.965573500712654,1,2,NA
"407","histidine catabolic process to glutamate and formate",0.337831887858064,0.965573500712654,1,2,NA
