"","GO.Slim.Term","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","GO.Term"
"79","lateral ventricle development",0.127926683948549,1,1,1,NA
"80","neuroblast division in the subventricular zone",0.127926683948549,1,1,1,NA
"81","positive regulation of neurogenesis",0.127926683948549,1,1,1,NA
"82","protein metabolic process",0.127926683948549,1,1,1,NA
"83","SMN complex",0.12792909757669,1,1,1,NA
"84","biosynthetic process",0.127930526210576,1,1,1,NA
"85","glutamate metabolic process",0.127930526210576,1,1,1,NA
"86","L-phenylalanine catabolic process",0.127930526210576,1,1,1,NA
"87","L-tyrosine:2-oxoglutarate aminotransferase activity",0.127930526210576,1,1,1,NA
"88","lyase activity",0.127930526210576,1,1,1,NA
"89","response to glucocorticoid stimulus",0.127930526210576,1,1,1,NA
"90","response to mercury ion",0.127930526210576,1,1,1,NA
"91","tyrosine catabolic process",0.127930526210576,1,1,1,NA
"92","histone deacetylase binding",0.127950434479283,1,1,1,NA
"93","negative regulation of osteoblast differentiation",0.127950434479283,1,1,1,NA
"94","negative regulation of transcription factor activity",0.127950434479283,1,1,1,NA
"95","nematocyst",0.128047516758818,1,1,1,NA
"96","cytokinesis after mitosis",0.128227245945573,1,1,1,NA
"97","COPII vesicle coat",0.128330114944479,1,1,1,NA
"98","positive regulation of TOR signaling pathway",0.128330114944479,1,1,1,NA
"99","structural molecule activity",0.128330114944479,1,1,1,NA
"100","poly(A)+ mRNA export from nucleus",0.12847165306282,1,1,1,NA
"101","spleen development",0.12847165306282,1,1,1,NA
"102","transcription export complex 2",0.12847165306282,1,1,1,NA
"103","post-chaperonin tubulin folding pathway",0.128702343214878,1,1,1,NA
"104","adipose tissue development",0.129148570319771,1,1,1,NA
"105","activation of store-operated calcium channel activity",0.129343135344678,1,1,1,NA
"106","calcium channel regulator activity",0.129343135344678,1,1,1,NA
"107","detection of calcium ion",0.129343135344678,1,1,1,NA
"108","enamel mineralization",0.129343135344678,1,1,1,NA
"109","microtubule plus-end binding",0.129343135344678,1,1,1,NA
"110","myotube differentiation",0.129343135344678,1,1,1,NA
"111","regulation of calcium ion transport",0.129343135344678,1,1,1,NA
"112","sarcoplasmic reticulum membrane",0.129343135344678,1,1,1,NA
"113","store-operated calcium channel activity",0.129343135344678,1,1,1,NA
"114","store-operated calcium entry",0.129343135344678,1,1,1,NA
"115","exoribonuclease activity, producing 5'-phosphomonoesters",0.130234283419096,1,1,1,NA
"116","host cell membrane",0.130234283419096,1,1,1,NA
"117","omega peptidase activity",0.130234283419096,1,1,1,NA
"118","RNA-directed RNA polymerase activity",0.130234283419096,1,1,1,NA
"119","viral genome replication",0.130234283419096,1,1,1,NA
"120","viral protein processing",0.130234283419096,1,1,1,NA
"121","cytosolic proteasome complex",0.132306074570756,1,1,1,NA
"122","nuclear proteasome complex",0.132306074570756,1,1,1,NA
"123","positive regulation of transcriptional preinitiation complex assembly",0.132306074570756,1,1,1,NA
"124","proteasome regulatory particle",0.132306074570756,1,1,1,NA
"125","proteasome regulatory particle, base subcomplex",0.132306074570756,1,1,1,NA
"126","histidine ammonia-lyase activity",0.132623361969015,1,1,1,NA
"127","negative regulation of cardiac muscle cell apoptosis",0.132965501573831,1,1,1,NA
"128","phagocytic vesicle",0.132965501573831,1,1,1,NA
"129","drug transporter activity",0.133044576586513,1,1,1,NA
"130","vesicle membrane",0.133044576586513,1,1,1,NA
"131","negative regulation of cell growth",0.13306104487619,1,1,1,NA
"132","nucleosome assembly",0.13306104487619,1,1,1,NA
"133","SWI/SNF complex",0.13306104487619,1,1,1,NA
"134","otolith morphogenesis",0.134133406984022,1,1,1,NA
"135","AP-2 adaptor complex",0.135488113291533,1,1,1,NA
"136","negative regulation of tumor necrosis factor-mediated signaling pathway",0.137701212390463,1,1,1,NA
"137","protein tyrosine kinase activity",0.138607169692187,0.980235391669254,2,5,NA
"138","ADP-ribose diphosphatase activity",0.139908659939315,1,1,1,NA
"139","UDP-sugar diphosphatase activity",0.139908659939315,1,1,1,NA
"140","vesicle docking during exocytosis",0.140096294850209,1,1,1,NA
"141","calcium channel activity",0.140372882643628,1,1,1,NA
"142","calcium ion transport",0.140372882643628,1,1,1,NA
"143","cellular response to cold",0.140372882643628,1,1,1,NA
"144","channel activity",0.140372882643628,1,1,1,NA
"145","detection of chemical stimulus involved in sensory perception of pain",0.140372882643628,1,1,1,NA
"146","detection of mechanical stimulus involved in sensory perception of pain",0.140372882643628,1,1,1,NA
"147","response to cold",0.140372882643628,1,1,1,NA
"148","response to pain",0.140372882643628,1,1,1,NA
"149","sensory perception of pain",0.140372882643628,1,1,1,NA
"150","stereocilium bundle",0.140372882643628,1,1,1,NA
"151","thermoception",0.140372882643628,1,1,1,NA
"152","transmembrane calcium ion transport",0.140372882643628,1,1,1,NA
"153","urinary bladder smooth muscle contraction",0.140372882643628,1,1,1,NA
"154","nuclear chromatin",0.141544637473368,0.979549817554583,2,5,NA
"155","regulation of cell shape",0.142050562776671,0.979430752499786,2,5,NA
"156","apoptosis",0.14266977383481,0.965094706732237,3,10,NA
"157","3-beta-hydroxy-delta5-steroid dehydrogenase activity",0.143877152378154,1,1,1,NA
"158","antibiotic biosynthetic process",0.143877152378154,1,1,1,NA
"159","coenzyme binding",0.143877152378154,1,1,1,NA
"160","isomerase activity",0.143877152378154,1,1,1,NA
"161","ligase activity",0.143877152378154,1,1,1,NA
"162","phosphopantetheine binding",0.143877152378154,1,1,1,NA
"163","GTPase binding",0.143881476626496,0.978997441506834,2,5,NA
"164","cysteine-type endopeptidase activity",0.146073455715303,0.978473694401517,2,5,NA
"165","axoneme",0.146213871194215,0.97843995885531,2,5,NA
"166","calcium-dependent phospholipid binding",0.146308667764041,1,1,1,NA
"167","cellular water homeostasis",0.146308667764041,1,1,1,NA
"168","chromaffin granule membrane",0.146308667764041,1,1,1,NA
"169","epithelial cell differentiation",0.146308667764041,1,1,1,NA
"170","hemostasis",0.146308667764041,1,1,1,NA
"171","response to salt stress",0.146308667764041,1,1,1,NA
"172","anthranilate metabolic process",0.14634797620787,1,1,1,NA
"173","kynureninase activity",0.14634797620787,1,1,1,NA
"174","NAD biosynthetic process",0.14634797620787,1,1,1,NA
"175","tryptophan catabolic process to kynurenine",0.14634797620787,1,1,1,NA
"176","helicase activity",0.147199977181483,0.963456820750078,3,10,NA
"177","regulation of phosphoinositide 3-kinase cascade",0.147927958478456,1,1,1,NA
"178","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",0.147927958478456,1,1,1,NA
"179","DNA-directed DNA polymerase activity",0.150222299760901,0.977467535510066,2,5,NA
"180","autophagic vacuole membrane",0.150951770530855,1,1,1,NA
"181","small conjugating protein ligase activity",0.150951770530855,1,1,1,NA
"182","B cell differentiation",0.151369517452313,1,1,1,NA
"183","phosphoinositide 3-kinase regulator activity",0.154570393437034,1,1,1,NA
"184","regulation of phosphoinositide 3-kinase activity",0.154570393437034,1,1,1,NA
"185","negative regulation of neuron apoptosis",0.154656433100991,0.976370768803578,2,5,NA
"186","extracellular region",0.156837355271684,0.940612507541988,5,21,NA
"187","beta-alanine biosynthetic process",0.158937211973519,1,1,1,NA
"188","dihydropyrimidine dehydrogenase (NADP+) activity",0.158937211973519,1,1,1,NA
"189","dihydrouracil dehydrogenase (NAD+) activity",0.158937211973519,1,1,1,NA
"190","purine base catabolic process",0.158937211973519,1,1,1,NA
"191","pyrimidine base catabolic process",0.158937211973519,1,1,1,NA
"192","thymidine catabolic process",0.158937211973519,1,1,1,NA
"193","thymine catabolic process",0.158937211973519,1,1,1,NA
"194","uracil binding",0.158937211973519,1,1,1,NA
"195","uracil catabolic process",0.158937211973519,1,1,1,NA
"196","uracil metabolic process",0.158937211973519,1,1,1,NA
"197","cellularization",0.16367433434421,1,1,1,NA
"198","courtship behavior",0.16367433434421,1,1,1,NA
"199","DNA endoreduplication",0.16367433434421,1,1,1,NA
"200","germline ring canal",0.16367433434421,1,1,1,NA
"201","head involution",0.16367433434421,1,1,1,NA
"202","imaginal disc-derived male genitalia development",0.16367433434421,1,1,1,NA
"203","karyosome formation",0.16367433434421,1,1,1,NA
"204","open tracheal system development",0.16367433434421,1,1,1,NA
"205","ovarian fusome organization",0.16367433434421,1,1,1,NA
"206","ovarian nurse cell to oocyte transport",0.16367433434421,1,1,1,NA
"207","ovarian ring canal formation",0.16367433434421,1,1,1,NA
"208","salivary gland morphogenesis",0.16367433434421,1,1,1,NA
"209","sensitization",0.16367433434421,1,1,1,NA
"210","spiracle morphogenesis, open tracheal system",0.16367433434421,1,1,1,NA
"211","D-glucose transmembrane transporter activity",0.164333105471976,1,1,1,NA
"212","dehydroascorbic acid transporter activity",0.164333105471976,1,1,1,NA
"213","glucose binding",0.164333105471976,1,1,1,NA
"214","glucose transmembrane transporter activity",0.164333105471976,1,1,1,NA
"215","L-ascorbic acid metabolic process",0.164333105471976,1,1,1,NA
"216","neutrophil degranulation",0.164333105471976,1,1,1,NA
"217","secretory granule membrane",0.164333105471976,1,1,1,NA
"218","neuron projection development",0.164919597456507,0.973747617184304,2,5,NA
"219","basement membrane",0.170519216669064,0.972266757647168,2,5,NA
"220","activation of protein kinase A activity",0.170975206542409,1,1,1,NA
"221","cell adhesion mediated by integrin",0.170975206542409,1,1,1,NA
"222","embryonic eye morphogenesis",0.170975206542409,1,1,1,NA
"223","hormone activity",0.170975206542409,1,1,1,NA
"224","microfibril",0.170975206542409,1,1,1,NA
"225","negative regulation of osteoclast differentiation",0.170975206542409,1,1,1,NA
"226","post-embryonic eye morphogenesis",0.170975206542409,1,1,1,NA
"227","protein kinase A signaling cascade",0.170975206542409,1,1,1,NA
"228","anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process",0.171730951120763,1,1,1,NA
"229","induction of bacterial agglutination",0.173756583030623,1,1,1,NA
"230","lipopolysaccharide binding",0.173756583030623,1,1,1,NA
"231","monosaccharide binding",0.173756583030623,1,1,1,NA
"232","multivesicular body",0.173756583030623,1,1,1,NA
"233","negative regulation by host of symbiont molecular function",0.173756583030623,1,1,1,NA
"234","negative regulation of interleukin-2 production",0.173756583030623,1,1,1,NA
"235","negative regulation of phagocytosis",0.173756583030623,1,1,1,NA
"236","negative regulation of T cell proliferation",0.173756583030623,1,1,1,NA
"237","opsonization",0.173756583030623,1,1,1,NA
"238","regulation of liquid surface tension",0.173756583030623,1,1,1,NA
"239","respiratory gaseous exchange",0.173756583030623,1,1,1,NA
"240","surfactant homeostasis",0.173756583030623,1,1,1,NA
"241","cell proliferation",0.177927389676109,0.950644558210584,3,11,NA
"242","associative learning",0.180454030114332,1,1,1,NA
"243","citrulline metabolic process",0.180454030114332,1,1,1,NA
"244","diazepam binding",0.180454030114332,1,1,1,NA
"245","dynactin binding",0.180454030114332,1,1,1,NA
"246","gastrulation",0.180454030114332,1,1,1,NA
"247","grooming behavior",0.180454030114332,1,1,1,NA
"248","heat shock protein binding",0.180454030114332,1,1,1,NA
"249","hormone metabolic process",0.180454030114332,1,1,1,NA
"250","inclusion body",0.180454030114332,1,1,1,NA
"251","insulin secretion",0.180454030114332,1,1,1,NA
"252","iron ion homeostasis",0.180454030114332,1,1,1,NA
"253","kinase binding",0.180454030114332,1,1,1,NA
"254","L-glutamate import",0.180454030114332,1,1,1,NA
"255","lactate biosynthetic process from pyruvate",0.180454030114332,1,1,1,NA
"256","learning or memory",0.180454030114332,1,1,1,NA
"257","neural plate formation",0.180454030114332,1,1,1,NA
"258","olfactory lobe development",0.180454030114332,1,1,1,NA
"259","paraxial mesoderm formation",0.180454030114332,1,1,1,NA
"260","peptide hormone secretion",0.180454030114332,1,1,1,NA
"261","positive regulation of flagellum assembly",0.180454030114332,1,1,1,NA
"262","positive regulation of inositol-1,4,5-trisphosphate receptor activity",0.180454030114332,1,1,1,NA
"263","profilin binding",0.180454030114332,1,1,1,NA
"264","quinolinate biosynthetic process",0.180454030114332,1,1,1,NA
"265","regulation of mitochondrial membrane permeability",0.180454030114332,1,1,1,NA
"266","regulation of phosphoprotein phosphatase activity",0.180454030114332,1,1,1,NA
"267","striatum development",0.180454030114332,1,1,1,NA
"268","urea cycle",0.180454030114332,1,1,1,NA
"269","vesicle transport along microtubule",0.180454030114332,1,1,1,NA
"270","vocal learning",0.180454030114332,1,1,1,NA
"271","protein deneddylation",0.185594196286702,1,1,1,NA
"272","endonuclease activity",0.186713524737576,0.965367431336751,2,6,NA
"273","chromatin binding",0.1879724087284,0.933122404023827,4,17,NA
"274","methyltransferase activity",0.189277366856044,0.964580176875806,2,6,NA
"275","response to drug",0.19140043878162,0.963922446403799,2,6,NA
"276","ubiquitin-protein ligase activity",0.194657314758426,0.929764499222231,4,17,NA
"277","positive regulation of transcription, DNA-dependent",0.196491856584766,0.941867421624382,3,12,NA
"278","cell division",0.199466288753669,0.917481902732743,5,22,NA
"279","ATPase activity",0.227175398536745,0.927783412935782,3,12,NA
"280","Golgi apparatus",0.23065258361201,0.91011468732416,4,18,NA
"281","endocytosis",0.234021457372307,0.947283648819273,2,7,NA
"282","ubiquitin-dependent protein catabolic process",0.23467669378571,0.924165480914081,3,12,NA
"283","retrotransposon nucleocapsid",0.239620212535212,0.983795153919481,1,2,NA
"284","ribonuclease activity",0.239620212535212,0.983795153919481,1,2,NA
"285","response to reactive oxygen species",0.239620212535383,0.983795153919456,1,2,NA
"286","sporulation resulting in formation of a cellular spore",0.239620212535472,0.983795153919443,1,2,NA
"287","cGMP biosynthetic process",0.239620212535556,0.983795153919431,1,2,NA
"288","cyclic nucleotide biosynthetic process",0.239620212535556,0.983795153919431,1,2,NA
"289","guanylate cyclase activity",0.239620212535556,0.983795153919431,1,2,NA
"290","guanylate cyclase complex, soluble",0.239620212535556,0.983795153919431,1,2,NA
"291","phosphorus-oxygen lyase activity",0.239620212535556,0.983795153919431,1,2,NA
"292","regulation of histone acetylation",0.239620305188273,0.983795140457169,1,2,NA
"293","monocarboxylic acid transmembrane transporter activity",0.239631883753211,0.983793458063299,1,2,NA
"294","symporter activity",0.239631892476935,0.983793456795683,1,2,NA
"295","cytokine-mediated signaling pathway",0.239632618090361,0.98379335135893,1,2,NA
"296","G2/M transition of mitotic cell cycle",0.239734927586006,0.983778481123943,1,2,NA
"297","histone demethylase activity (H3-K36 specific)",0.239734927586006,0.983778481123943,1,2,NA
"298","histone H3-K36 demethylation",0.239734927586006,0.983778481123943,1,2,NA
"299","RNA methyltransferase activity",0.239893816669487,0.98375537176871,1,2,NA
"300","rRNA base methylation",0.239893816669487,0.98375537176871,1,2,NA
"301","S-adenosylmethionine-dependent methyltransferase activity",0.239893816669487,0.98375537176871,1,2,NA
"302","midbody",0.23989504594471,0.983755192905196,1,2,NA
"303","kinetochore",0.239984863294425,0.983742121130489,1,2,NA
"304","SMN-Sm protein complex",0.240043231304643,0.983733623170588,1,2,NA
"305","spliceosomal snRNP biogenesis",0.240043231304643,0.983733623170588,1,2,NA
"306","oxygen binding",0.240045627782718,0.983733274206215,1,2,NA
"307","2-oxoglutarate metabolic process",0.24005711118642,0.983731601984885,1,2,NA
"308","positive regulation of B cell differentiation",0.240108443540446,0.983724125724291,1,2,NA
"309","positive regulation of transcription factor activity",0.240699475468954,0.983637903155935,1,2,NA
"310","vacuolar transport",0.240852106357587,0.98361559409954,1,2,NA
"311","definitive hemopoiesis",0.24222092332261,0.983414741642434,1,2,NA
"312","double-stranded DNA binding",0.242545600296724,0.983366893808609,1,2,NA
"313","chromosome",0.243388400947869,0.918854451482644,3,13,NA
"314","phosphoinositide binding",0.243388599267066,0.983242290120874,1,2,NA
"315","ribosome biogenesis",0.243390139859476,0.983242061915869,1,2,NA
"316","receptor binding",0.243567532693889,0.943639242455146,2,7,NA
"317","TATA-binding protein binding",0.243742249332317,0.98318985767756,1,2,NA
"318","macromitophagy",0.244032113484954,0.983146811846335,1,2,NA
"319","ATPase activity, coupled to transmembrane movement of substances",0.247523162873091,0.9826233878225,1,2,NA
"320","aspartic-type endopeptidase activity",0.247740805711532,0.942011393722591,2,7,NA
"321","histidine catabolic process",0.249993082057116,0.982247474414986,1,2,NA
"322","histidine catabolic process to glutamate and formamide",0.249993082057116,0.982247474414986,1,2,NA
"323","histidine catabolic process to glutamate and formate",0.249993082057116,0.982247474414986,1,2,NA
"324","protein amino acid phosphorylation",0.250225452714113,0.886174413871346,5,25,NA
"325","regulation of ARF protein signal transduction",0.25027524825292,0.982204233559709,1,2,NA
"326","cation transport",0.250405953308437,0.982184182908776,1,2,NA
"327","voltage-gated calcium channel activity",0.25049958615306,0.982169811247573,1,2,NA
"328","cellular response to heat",0.250499696293242,0.982169794338261,1,2,NA
"329","cell surface receptor linked signal transduction",0.250566360389088,0.982159558007143,1,2,NA
"330","calcium-release channel activity",0.250663752214631,0.982144597297149,1,2,NA
"331","protein homotetramerization",0.250895394575468,0.982108984729674,1,2,NA
"332","tumor necrosis factor receptor binding",0.250997842281358,0.98209322138338,1,2,NA
"333","regulation of I-kappaB kinase/NF-kappaB cascade",0.250997842281521,0.982093221383355,1,2,NA
"334","negative regulation of interferon-beta production",0.251368982375785,0.982036047809514,1,2,NA
"335","histone demethylase activity",0.251757364617345,0.981976105146129,1,2,NA
"336","lipoprotein metabolic process",0.252117415658112,0.981920431830457,1,2,NA
"337","steroid biosynthetic process",0.253559179005986,0.981696500443631,1,2,NA
"338","ruffle membrane",0.253715214843989,0.981672169500478,1,2,NA
"339","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",0.253972677198302,0.981631981976957,1,2,NA
"340","actin cytoskeleton organization",0.254355168526575,0.939388128352751,2,7,NA
"341","amino acid binding",0.256106602469327,0.981296928721022,1,2,NA
"342","cellular amino acid metabolic process",0.256106602469327,0.981296928721022,1,2,NA
"343","histone deacetylation",0.257072223068067,0.981144157780718,1,2,NA
"344","nuclear pore",0.257401931812684,0.938161914128785,2,7,NA
"345","SCF ubiquitin ligase complex",0.257910078798103,0.981011015199572,1,2,NA
"346","spectrin binding",0.25986316657878,0.980698535585998,1,2,NA
"347","transcription corepressor activity",0.260100736737829,0.980660323582265,1,2,NA
"348","mRNA transport",0.260631624691456,0.936849754528274,2,7,NA
"349","neural tube development",0.261872580579419,0.98037394181192,1,2,NA
"350","early endosome to late endosome transport",0.263317881331652,0.980138520257245,1,2,NA
"351","cortical endoplasmic reticulum",0.263607631245606,0.980091126482312,1,2,NA
"352","histone deacetylase activity",0.264420864696507,0.979957755319806,1,2,NA
"353","regulation of vesicle fusion",0.264593425918283,0.979929388221836,1,2,NA
"354","snRNP U1",0.266429329948269,0.979626134185603,1,2,NA
"355","transmembrane transporter activity",0.271419019424147,0.978788459728749,1,2,NA
"356","JNK cascade",0.272059088739137,0.978679570680651,1,2,NA
"357","scavenger receptor activity",0.273851394268108,0.978372919130819,1,2,NA
"358","RNA binding",0.274580746200341,0.834826061892749,10,60,NA
"359","pre-autophagosomal structure membrane",0.276589067521605,0.977899544569398,1,2,NA
"360","protein localization to pre-autophagosomal structure",0.276589067521605,0.977899544569398,1,2,NA
"361","glucose homeostasis",0.277218015589622,0.97778993955626,1,2,NA
"362","glucose metabolic process",0.277218015589662,0.977789939556253,1,2,NA
"363","metal ion binding",0.27900612874774,0.813087892372335,16,101,NA
"364","RNA modification",0.280559286210793,0.977202297852621,1,2,NA
"365","protein transport",0.281244067922687,0.879320915435848,4,20,NA
"366","positive regulation of phagocytosis",0.28279635478167,0.976803784633792,1,2,NA
"367","regulation of synaptic plasticity",0.285493559772075,0.976317861985185,1,2,NA
"368","dopamine receptor signaling pathway",0.285493559772105,0.97631786198518,1,2,NA
"369","response to calcium ion",0.285493559772107,0.97631786198518,1,2,NA
"370","regulation of mitochondrial membrane potential",0.285499595827707,0.9763167678491,1,2,NA
"371","establishment of mitotic spindle orientation",0.285709191633941,0.976278756524394,1,2,NA
"372","camera-type eye development",0.285831868404403,0.976256491674195,1,2,NA
"373","protein destabilization",0.28600433938276,0.976225168637796,1,2,NA
"374","retrograde vesicle-mediated transport, Golgi to ER",0.28634259979816,0.976163664935055,1,2,NA
"375","protein localization in nucleus",0.287926156226325,0.975874483001216,1,2,NA
"376","signal transduction",0.288705567684441,0.874689877525963,4,20,"DNA damage checkpoint"
"377","endoplasmic reticulum organization",0.291095425723403,0.975289495540371,1,2,NA
"378","alveolus development",0.292786391903907,0.974973960419232,1,2,NA
"379","intracellular protein transport",0.297790066653726,0.918422999903388,2,8,NA
"380","intracellular",0.297936041464149,0.868873002546341,4,20,NA
"381","anterior/posterior pattern formation",0.301078461174204,0.973391937880428,1,2,NA
"382","signalosome",0.301761645969992,0.973259003360945,1,2,NA
"383","learning",0.30422423239071,0.972776530696698,1,2,NA
"384","negative regulation of apoptosis",0.308611912123092,0.913304892896795,2,8,NA
"385","extracellular space",0.308856578901871,0.882172342519047,3,14,NA
"386","beta-tubulin binding",0.314533336261583,0.970700101632667,1,2,NA
"387","visual learning",0.315212662946,0.970560029732539,1,2,NA
"388","postsynaptic density",0.321519126969815,0.90700574081735,2,8,NA
"389","nuclear envelope",0.322023620538386,0.906755202857886,2,8,NA
"390","intracellular membrane-bounded organelle",0.324244224198198,0.871941577973718,3,15,NA
"391","axon cargo transport",0.32695289041426,0.968074851011096,1,2,NA
"392","negative regulation of cell proliferation",0.329143203168985,0.901071980203559,2,9,NA
"393","transposition, RNA-mediated",0.337156202304389,0.955451484987567,1,3,NA
"394","rRNA processing",0.337171794527607,0.955446946492268,1,3,NA
"395","endosome organization",0.337396116740681,0.955381621221227,1,3,NA
"396","cellular iron ion homeostasis",0.33765599825818,0.955305868523297,1,3,NA
"397","RNA elongation from RNA polymerase II promoter",0.338056332291533,0.955189023799423,1,3,NA
"398","zinc ion binding",0.340355857522804,0.802488625619351,7,42,NA
"399","integral to endoplasmic reticulum membrane",0.341855270977752,0.954071056285925,1,3,NA
"400","positive regulation of autophagy",0.342106992811889,0.95399639009694,1,3,NA
"401","protein K63-linked deubiquitination",0.342171340167573,0.953977291496885,1,3,NA
"402","MCM complex",0.346793148074191,0.952592940325843,1,3,NA
"403","negative regulation of transforming growth factor beta receptor signaling pathway",0.346995223468724,0.952531845572488,1,3,NA
"404","tRNA processing",0.347903890070191,0.952256532196357,1,3,NA
"405","extrinsic to plasma membrane",0.348772140164732,0.951992560806738,1,3,NA
"406","transcription factor binding",0.349502522703611,0.890302424312932,2,9,NA
"407","histone binding",0.351516061268156,0.951152511462465,1,3,NA
"408","calcium-dependent protein binding",0.351921987662414,0.951027484076314,1,3,NA
