"","GO.Slim.Term","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","GO.Term"
"60","mitochondrial electron transport, cytochrome c to oxygen",0.121073432692269,1,1,1,NA
"61","cell wall",0.121167558221487,1,1,1,NA
"62","dolichol kinase activity",0.122460359326801,1,1,1,NA
"63","dolichyl monophosphate biosynthetic process",0.122460359326801,1,1,1,NA
"64","regulation of mRNA stability",0.122584180417867,0.983814175310231,2,5,NA
"65","lateral ventricle development",0.122640951381763,1,1,1,NA
"66","neuroblast division in the subventricular zone",0.122640951381763,1,1,1,NA
"67","positive regulation of neurogenesis",0.122640951381763,1,1,1,NA
"68","protein metabolic process",0.122640951381763,1,1,1,NA
"69","negative regulation of actin filament polymerization",0.123521306455356,1,1,1,NA
"70","T cell receptor binding",0.123521306455356,1,1,1,NA
"71","nematocyst",0.123868253257619,1,1,1,NA
"72","intrinsic to internal side of plasma membrane",0.124151607971135,1,1,1,NA
"73","activation of MAPKKK activity",0.124238069857123,1,1,1,NA
"74","positive regulation of protein sumoylation",0.124238069857123,1,1,1,NA
"75","transcription factor TFIIA complex",0.12467118347683,1,1,1,NA
"76","transcription factor TFIID complex",0.12467118347683,1,1,1,NA
"77","poly(A)+ mRNA export from nucleus",0.125275015892758,1,1,1,NA
"78","spleen development",0.125275015892758,1,1,1,NA
"79","transcription export complex 2",0.125275015892758,1,1,1,NA
"80","post-chaperonin tubulin folding pathway",0.125729714449301,1,1,1,NA
"81","metalloaminopeptidase activity",0.125926226882711,1,1,1,NA
"82","regulation of proteolysis",0.12600151579862,1,1,1,NA
"83","chitin binding",0.126476073199657,1,1,1,NA
"84","chitin metabolic process",0.126476073199657,1,1,1,NA
"85","cilium motion involved in determination of left/right asymmetry",0.126476073199657,1,1,1,NA
"86","lung development",0.126476073199657,1,1,1,NA
"87","arachidonate-CoA ligase activity",0.128834541895228,1,1,1,NA
"88","embryonic process involved in female pregnancy",0.128834541895228,1,1,1,NA
"89","fatty acid transport",0.128834541895228,1,1,1,NA
"90","lipid particle",0.128834541895228,1,1,1,NA
"91","long-chain-fatty-acid-CoA ligase activity",0.128834541895228,1,1,1,NA
"92","response to interleukin-15",0.128834541895228,1,1,1,NA
"93","triglyceride biosynthetic process",0.128834541895228,1,1,1,NA
"94","very-long-chain-fatty-acid-CoA ligase activity",0.128834541895228,1,1,1,NA
"95","cytosolic proteasome complex",0.129078049850364,1,1,1,NA
"96","nuclear proteasome complex",0.129078049850364,1,1,1,NA
"97","positive regulation of transcriptional preinitiation complex assembly",0.129078049850364,1,1,1,NA
"98","proteasome regulatory particle",0.129078049850364,1,1,1,NA
"99","proteasome regulatory particle, base subcomplex",0.129078049850364,1,1,1,NA
"100","lysosome localization",0.12930868730188,1,1,1,NA
"101","negative regulation of cell growth",0.129552995506856,1,1,1,NA
"102","nucleosome assembly",0.129552995506856,1,1,1,NA
"103","SWI/SNF complex",0.129552995506856,1,1,1,NA
"104","aggregation involved in sorocarp development",0.129825598982629,1,1,1,NA
"105","early phagosome",0.129825598982629,1,1,1,NA
"106","sorocarp development",0.129825598982629,1,1,1,NA
"107","catalytic activity",0.129981289264234,0.969567538892759,3,10,NA
"108","extracellular region",0.130574067922212,0.953523423619499,5,21,NA
"109","chordate embryonic development",0.130675865445975,1,1,1,NA
"110","urocanate hydratase activity",0.13073800716327,1,1,1,NA
"111","AP-2 adaptor complex",0.130938113813697,1,1,1,NA
"112","calcium channel activity",0.133465681075942,1,1,1,NA
"113","calcium ion transport",0.133465681075942,1,1,1,NA
"114","cellular response to cold",0.133465681075942,1,1,1,NA
"115","channel activity",0.133465681075942,1,1,1,NA
"116","detection of chemical stimulus involved in sensory perception of pain",0.133465681075942,1,1,1,NA
"117","detection of mechanical stimulus involved in sensory perception of pain",0.133465681075942,1,1,1,NA
"118","response to cold",0.133465681075942,1,1,1,NA
"119","response to pain",0.133465681075942,1,1,1,NA
"120","sensory perception of pain",0.133465681075942,1,1,1,NA
"121","stereocilium bundle",0.133465681075942,1,1,1,NA
"122","thermoception",0.133465681075942,1,1,1,NA
"123","transmembrane calcium ion transport",0.133465681075942,1,1,1,NA
"124","urinary bladder smooth muscle contraction",0.133465681075942,1,1,1,NA
"125","piRNA binding",0.133476616841178,1,1,1,NA
"126","3-beta-hydroxy-delta5-steroid dehydrogenase activity",0.135296644877545,1,1,1,NA
"127","antibiotic biosynthetic process",0.135296644877545,1,1,1,NA
"128","coenzyme binding",0.135296644877545,1,1,1,NA
"129","isomerase activity",0.135296644877545,1,1,1,NA
"130","ligase activity",0.135296644877545,1,1,1,NA
"131","phosphopantetheine binding",0.135296644877545,1,1,1,NA
"132","calcium-dependent phospholipid binding",0.136621082082702,1,1,1,NA
"133","cellular water homeostasis",0.136621082082702,1,1,1,NA
"134","chromaffin granule membrane",0.136621082082702,1,1,1,NA
"135","epithelial cell differentiation",0.136621082082702,1,1,1,NA
"136","hemostasis",0.136621082082702,1,1,1,NA
"137","response to salt stress",0.136621082082702,1,1,1,NA
"138","anthranilate metabolic process",0.136642883529323,1,1,1,NA
"139","kynureninase activity",0.136642883529323,1,1,1,NA
"140","NAD biosynthetic process",0.136642883529323,1,1,1,NA
"141","tryptophan catabolic process to kynurenine",0.136642883529323,1,1,1,NA
"142","Golgi cisterna membrane",0.137037042702693,1,1,1,NA
"143","response to nutrient",0.137558165626707,0.980492575944199,2,5,NA
"144","gamma-aminobutyric acid import",0.139157687083115,1,1,1,NA
"145","gamma-aminobutyric acid:sodium symporter activity",0.139157687083115,1,1,1,NA
"146","negative regulation of synaptic transmission, GABAergic",0.139157687083115,1,1,1,NA
"147","neurotransmitter:sodium symporter activity",0.139157687083115,1,1,1,NA
"148","positive regulation of gamma-aminobutyric acid secretion",0.139157687083115,1,1,1,NA
"149","response to purine",0.139157687083115,1,1,1,NA
"150","response to toxin",0.139157687083115,1,1,1,NA
"151","autophagic vacuole membrane",0.139289961153127,1,1,1,NA
"152","small conjugating protein ligase activity",0.139289961153127,1,1,1,NA
"153","positive regulation of synaptic transmission",0.141589193195858,1,1,1,NA
"154","positive regulation of synaptogenesis",0.141589193195858,1,1,1,NA
"155","X11-like protein binding",0.141589193195858,1,1,1,NA
"156","lipoprotein particle clearance",0.150604370655858,1,1,1,NA
"157","lipoprotein transport",0.150604370655858,1,1,1,NA
"158","low-density lipoprotein binding",0.150604370655858,1,1,1,NA
"159","low-density lipoprotein particle",0.150604370655858,1,1,1,NA
"160","phagocytosis, engulfment",0.150604370655858,1,1,1,NA
"161","positive regulation of cholesterol storage",0.150604370655858,1,1,1,NA
"162","positive regulation of foam cell differentiation",0.150604370655858,1,1,1,NA
"163","induction of bacterial agglutination",0.156748255221632,1,1,1,NA
"164","lipopolysaccharide binding",0.156748255221632,1,1,1,NA
"165","monosaccharide binding",0.156748255221632,1,1,1,NA
"166","multivesicular body",0.156748255221632,1,1,1,NA
"167","negative regulation by host of symbiont molecular function",0.156748255221632,1,1,1,NA
"168","negative regulation of interleukin-2 production",0.156748255221632,1,1,1,NA
"169","negative regulation of phagocytosis",0.156748255221632,1,1,1,NA
"170","negative regulation of T cell proliferation",0.156748255221632,1,1,1,NA
"171","opsonization",0.156748255221632,1,1,1,NA
"172","regulation of liquid surface tension",0.156748255221632,1,1,1,NA
"173","respiratory gaseous exchange",0.156748255221632,1,1,1,NA
"174","surfactant homeostasis",0.156748255221632,1,1,1,NA
"175","metabolic process",0.158710336416413,0.958344281471882,3,11,NA
"176","endonuclease activity",0.162722204202104,0.972381301931455,2,6,NA
"177","cell junction",0.163359585813293,0.956534908518139,3,11,NA
"178","GTPase activator activity",0.164686646189595,0.956013391658534,3,11,NA
"179","regulation of apoptosis",0.173221335112757,0.969406040940221,2,6,NA
"180","protein deneddylation",0.173463070712084,1,1,1,NA
"181","cytoskeleton",0.174217881320913,0.939920862608578,4,17,"cellular bud neck contractile ring"
"182","positive regulation of transcription, DNA-dependent",0.18008944215814,0.948964428420453,3,12,NA
"183","nonhomologous end joining complex",0.180679705981947,1,1,1,NA
"184","DNA recombination",0.182372579179319,0.948003722475543,3,12,NA
"185","focal adhesion",0.186347932117934,0.965504158080405,2,6,NA
"186","peroxisome",0.210908887479335,0.955683948125762,2,7,NA
"187","retrotransposon nucleocapsid",0.221019373525179,0.986377433520405,1,2,NA
"188","ribonuclease activity",0.221019373525179,0.986377433520405,1,2,NA
"189","positive regulation of nuclear mRNA splicing, via spliceosome",0.221463903140641,0.986318875442277,1,2,NA
"190","negative regulation of nuclear mRNA splicing, via spliceosome",0.222176437828604,0.986224715488391,1,2,NA
"191","sarcomere",0.223539189995301,0.986043608648367,1,2,NA
"192","autophagy",0.224283657397602,0.950922701215993,2,7,NA
"193","cytokine-mediated signaling pathway",0.225639376165247,0.985761863008132,1,2,NA
"194","cytoplasmic vesicle",0.225723196513794,0.928535957138361,3,12,NA
"195","G2/M transition of mitotic cell cycle",0.22593347939955,0.985722152475666,1,2,NA
"196","histone demethylase activity (H3-K36 specific)",0.22593347939955,0.985722152475666,1,2,NA
"197","histone H3-K36 demethylation",0.22593347939955,0.985722152475666,1,2,NA
"198","cGMP biosynthetic process",0.226298319477831,0.985672803396634,1,2,NA
"199","cyclic nucleotide biosynthetic process",0.226298319477831,0.985672803396634,1,2,NA
"200","guanylate cyclase activity",0.226298319477831,0.985672803396634,1,2,NA
"201","guanylate cyclase complex, soluble",0.226298319477831,0.985672803396634,1,2,NA
"202","phosphorus-oxygen lyase activity",0.226298319477831,0.985672803396634,1,2,NA
"203","positive regulation of B cell differentiation",0.22652942207532,0.985641493798511,1,2,NA
"204","negative regulation of Ras protein signal transduction",0.226974489760978,0.985581086725923,1,2,NA
"205","manganese ion binding",0.227694600122067,0.985483043322649,1,2,NA
"206","oxygen binding",0.231066634519484,0.985018891678573,1,2,NA
"207","RNA methyltransferase activity",0.231068935756683,0.985018572071343,1,2,NA
"208","rRNA base methylation",0.231068935756683,0.985018572071343,1,2,NA
"209","S-adenosylmethionine-dependent methyltransferase activity",0.231068935756683,0.985018572071343,1,2,NA
"210","heparan sulfate proteoglycan binding",0.231624530834251,0.984941294294388,1,2,NA
"211","single-stranded RNA binding",0.233617247809101,0.984662256670919,1,2,NA
"212","fatty acid metabolic process",0.233711934209354,0.98464892492761,1,2,NA
"213","regulation of ARF protein signal transduction",0.233757233151551,0.984642544542254,1,2,NA
"214","integral to synaptic vesicle membrane",0.234370004936806,0.984556086168601,1,2,NA
"215","tumor necrosis factor receptor binding",0.234733630247567,0.984504649508653,1,2,NA
"216","maintenance of organ identity",0.235163035063537,0.984443781913357,1,2,NA
"217","cell surface",0.235395702810358,0.94680308510191,2,7,NA
"218","microtubule-severing ATPase activity",0.235499492782221,0.984395993970631,1,2,NA
"219","snRNA transcription from RNA polymerase II promoter",0.23580720980032,0.984352214639611,1,2,NA
"220","regulation of I-kappaB kinase/NF-kappaB cascade",0.235826315446044,0.984349494136244,1,2,NA
"221","imaginal disc development",0.235929413332923,0.984334809080612,1,2,NA
"222","sequence-specific DNA binding",0.236703594249072,0.984224284133967,1,2,NA
"223","mitochondrion organization",0.237249655300966,0.946101264880085,2,7,NA
"224","double-stranded DNA binding",0.237346144008629,0.984132213002207,1,2,NA
"225","endoribonuclease activity",0.237699815674045,0.984081404185951,1,2,NA
"226","phosphoinositide binding",0.237955889591377,0.9840445582085,1,2,NA
"227","voltage-gated calcium channel activity",0.238482562152729,0.983968622674776,1,2,NA
"228","heart looping",0.238737823947965,0.98393174464491,1,2,NA
"229","lipid metabolic process",0.238936492982141,0.98390300899519,1,2,NA
"230","steroid biosynthetic process",0.239031134783488,0.983889309565057,1,2,NA
"231","spectrin binding",0.239106668198444,0.983878371279846,1,2,NA
"232","cellular response to heat",0.239147749153366,0.983872420399103,1,2,NA
"233","positive regulation of endocytosis",0.239488612473547,0.983822995183492,1,2,NA
"234","perikaryon",0.239953942766323,0.983755382015117,1,2,NA
"235","cell surface receptor linked signal transduction",0.240627456472263,0.983657232497992,1,2,NA
"236","positive regulation of MAPKKK cascade",0.241272529710225,0.983562908902607,1,2,NA
"237","histone demethylase activity",0.24154143492649,0.983523497003796,1,2,NA
"238","protein homotetramerization",0.241984133563997,0.983458494953894,1,2,NA
"239","histidine catabolic process",0.243286290570323,0.983266443488444,1,2,NA
"240","histidine catabolic process to glutamate and formamide",0.243286290570323,0.983266443488444,1,2,NA
"241","histidine catabolic process to glutamate and formate",0.243286290570323,0.983266443488444,1,2,NA
"242","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",0.243636646121514,0.983214552626553,1,2,NA
"243","neurotransmitter transport",0.244156532204985,0.98313738221228,1,2,NA
"244","ruffle membrane",0.245110694073096,0.982995218352045,1,2,NA
"245","SCF ubiquitin ligase complex",0.246375153640479,0.982805761534319,1,2,NA
"246","transcription initiation from RNA polymerase II promoter",0.248574538174042,0.982473333966278,1,2,NA
"247","kinase activity",0.254183809925862,0.939498434829649,2,7,"two-component sensor activity"
"248","scavenger receptor activity",0.254501058122824,0.981559188555422,1,2,NA
"249","negative regulation of transposition",0.254772866073247,0.981516616553885,1,2,NA
"250","pre-autophagosomal structure membrane",0.257756793250105,0.981045506557117,1,2,NA
"251","protein localization to pre-autophagosomal structure",0.257756793250105,0.981045506557117,1,2,NA
"252","cholesterol transport",0.26120980617432,0.980491713690513,1,2,NA
"253","RNA modification",0.261317011433191,0.980474371428985,1,2,NA
"254","proteasomal ubiquitin-dependent protein catabolic process",0.263051943741981,0.933903356267649,2,8,NA
"255","positive regulation of phagocytosis",0.265458784468871,0.97979747605366,1,2,NA
"256","alveolus development",0.271003202910441,0.978870165213811,1,2,NA
"257","cell projection",0.275580308619275,0.97808618772979,1,2,NA
"258","learning",0.28119603801893,0.977101264295313,1,2,NA
"259","signalosome",0.284845707279184,0.976447412812196,1,2,NA
"260","identical protein binding",0.292334251249116,0.857820972270187,5,28,NA
"261","postsynaptic density",0.293425078667855,0.920498750830233,2,8,NA
"262","metal ion binding",0.294226955266982,0.803030579479696,15,101,NA
"263","protein processing",0.299072110060963,0.973793570647846,1,2,NA
"264","DNA-dependent protein kinase activity",0.301525688556421,0.973318706309331,1,2,NA
"265","skin development",0.303147666563053,0.973001980265468,1,2,NA
"266","regulation of transcription, DNA-dependent",0.309065306997899,0.834940267270272,6,36,NA
"267","transposition, RNA-mediated",0.311149823463457,0.962659748863135,1,3,NA
"268","axon",0.31271721689244,0.879990445515607,3,14,NA
"269","protein amino acid glycosylation",0.317522749589128,0.960968478790904,1,3,NA
"270","cell projection organization",0.319503421260696,0.960433755259918,1,3,NA
"271","poly(A) RNA binding",0.324988776181793,0.958930174628266,1,3,NA
"272","spermatogenesis, exchange of chromosomal proteins",0.327243451654663,0.958302416357165,1,3,NA
"273","RNA elongation from RNA polymerase II promoter",0.327776783495864,0.95815308948148,1,3,NA
"274","spindle pole",0.328671359769798,0.957901900119797,1,3,NA
"275","negative regulation of neuron projection development",0.328770242827556,0.957874079318846,1,3,NA
"276","protein ubiquitination",0.329851403460319,0.867675951090571,3,16,NA
"277","regulation of translation",0.331911177417342,0.956984633020758,1,3,NA
"278","integral to endoplasmic reticulum membrane",0.333110202215186,0.956642149148148,1,3,NA
"279","MAPKKK cascade",0.333487357068753,0.956534082843804,1,3,NA
"280","phagocytic vesicle membrane",0.335893869214193,0.955840730162436,1,3,NA
"281","spermatid development",0.337107018842785,0.955488696501839,1,3,NA
"282","integral to plasma membrane",0.337252469569007,0.841237401497251,4,23,NA
"283","convergent extension involved in gastrulation",0.337982133086952,0.955233708039652,1,3,NA
"284","tRNA processing",0.338461969175411,0.955093521738245,1,3,NA
"285","histone binding",0.338716305904519,0.955019108876709,1,3,NA
"286","calcium-dependent protein binding",0.339382646682823,0.954823800832603,1,3,NA
"287","positive regulation of dendrite morphogenesis",0.34011717313562,0.9546079150961,1,3,NA
"288","cleavage furrow",0.342479624146906,0.953909342747942,1,3,NA
"289","compound eye development",0.342933035795704,0.953774531418557,1,3,NA
"290","intermediate filament cytoskeleton",0.349585297442462,0.951769123508469,1,3,NA
"291","chromatin remodeling",0.351596599684002,0.951152584770916,1,3,NA
"292","cytoskeleton organization",0.353488202279624,0.950568382515735,1,3,NA
"293","regulation of small GTPase mediated signal transduction",0.354089561629511,0.950381771496834,1,3,NA
"294","germ cell development",0.354695012660732,0.950193457387191,1,3,NA
"295","response to hydrogen peroxide",0.358051162600463,0.949141679119848,1,3,NA
"296","protein transporter activity",0.360096627041155,0.948494052524206,1,3,NA
"297","integrin binding",0.360266114716444,0.948440164839856,1,3,NA
"298","chromatoid body",0.360468256521645,0.948375849814063,1,3,NA
"299","piRNA metabolic process",0.360468256521645,0.948375849814063,1,3,NA
"300","heparin binding",0.362661789783894,0.947674774761636,1,3,NA
"301","apoptosis",0.37286688372141,0.875362206053001,2,10,NA
"302","ubiquitin-protein ligase activity",0.381736187045633,0.832893753473635,3,17,NA
"303","mRNA binding",0.398162272850849,0.8584756216719,2,11,NA
"304","cellular response to oxidative stress",0.405430017834316,0.92548375709219,1,4,NA
"305","cell adhesion",0.406628580484314,0.854955064386806,2,10,"agglutination involved in conjugation with cellular fusion"
"306","condensed chromosome kinetochore",0.410194341172014,0.92350181655956,1,4,NA
"307","magnesium ion binding",0.410269237253321,0.923470399451005,1,4,NA
"308","ubiquitin binding",0.411120351927648,0.923112808236351,1,4,NA
"309","ER-associated protein catabolic process",0.411783051120528,0.922833653631285,1,4,NA
"310","dendritic spine",0.412505493472953,0.922528608419236,1,4,NA
"311","photoreceptor cell maintenance",0.413087341355563,0.922282377842459,1,4,NA
"312","positive regulation of angiogenesis",0.413443515169683,0.922131407134408,1,4,NA
"313","protein oligomerization",0.414553667073283,0.921659665862828,1,4,NA
"314","ribonuclease H activity",0.419890850604014,0.919366578248629,1,4,NA
"315","transferase activity",0.423263005818597,0.917896145610734,1,4,NA
"316","metallopeptidase activity",0.42393380233324,0.917601635055451,1,4,NA
"317","nuclear inner membrane",0.424246559105064,0.917464091848399,1,4,NA
"318","determination of left/right symmetry",0.424568747446952,0.917322248694174,1,4,NA
"319","protein K63-linked ubiquitination",0.424984942991591,0.917138790191471,1,4,NA
"320","macroautophagy",0.425699118606183,0.916823380869123,1,4,NA
"321","autophagic vacuole formation",0.426562491376534,0.916441063541444,1,4,NA
"322","cellular calcium ion homeostasis",0.427109879111696,0.91619809301374,1,4,NA
"323","endosome membrane",0.427711601748708,0.839463949797199,2,11,NA
"324","response to hypoxia",0.427765912694763,0.915906306578461,1,4,NA
"325","transmembrane transport",0.430694579788121,0.837474960014746,2,11,NA
"326","postsynaptic membrane",0.431229008702149,0.914355297988448,1,4,NA
"327","positive regulation of I-kappaB kinase/NF-kappaB cascade",0.431396611089265,0.914279775784565,1,4,NA
"328","ARF guanyl-nucleotide exchange factor activity",0.433112647024223,0.913504078889539,1,4,NA
"329","pyridoxal phosphate binding",0.433388275838434,0.913379070900374,1,4,NA
"330","DNA binding",0.436062952038821,0.714178843867585,8,55,NA
"331","response to organic cyclic substance",0.436949267536927,0.911753633060837,1,4,NA
"332","regulation of cell growth",0.437710413352027,0.911403691505516,1,4,NA
"333","rough endoplasmic reticulum",0.438151122796496,0.911200666759747,1,4,NA
"334","Ras protein signal transduction",0.441045893529939,0.909859691673647,1,4,NA
"335","synaptic transmission",0.445460035486103,0.907789942338093,1,4,NA
"336","zinc ion binding",0.449566730740239,0.721737384483764,6,42,NA
"337","kidney development",0.4508596384708,0.905216760401631,1,4,NA
"338","social behavior",0.459623684473147,0.90094198085347,1,4,NA
"339","oxidoreductase activity",0.461761406735448,0.814215240334491,2,12,NA
"340","response to stimulus",0.463478934113684,0.899022476769016,1,4,NA
"341","visual perception",0.463478934113684,0.899022476769016,1,4,NA
"342","metalloendopeptidase activity",0.472259031635607,0.894560361566447,1,4,NA
"343","RNA processing",0.473191960299369,0.888190239494825,1,5,NA
"344","double-strand break repair via nonhomologous end joining",0.474723998100439,0.893284747419454,1,4,NA
"345","regulation of alternative nuclear mRNA splicing, via spliceosome",0.481919255750277,0.883390520657963,1,5,NA
"346","ubiquitin-specific protease activity",0.483308973665056,0.882613961610981,1,5,NA
"347","ATPase activity",0.486275478491127,0.79608940693622,2,12,NA
"348","four-way junction helicase activity",0.49039668656841,0.878600319430998,1,5,NA
"349","ubiquitin-dependent protein catabolic process",0.492191332236355,0.791574458812583,2,12,NA
"350","ubiquitin ligase complex",0.493353913905324,0.87689920312033,1,5,NA
"351","establishment or maintenance of chromatin architecture",0.49561871993727,0.875585744189154,1,5,NA
"352","meiotic cell cycle",0.49625218566127,0.875216708828868,1,5,NA
"353","regulation of cell shape",0.499184056009453,0.873499199462888,1,5,NA
"354","chromosome",0.500588077541418,0.783428348189023,2,13,NA
"355","nuclear chromatin",0.501991631306362,0.871839779083551,1,5,NA
"356","DNA-directed DNA polymerase activity",0.50211628564827,0.871765766431332,1,5,NA
"357","neuron projection",0.50305260724327,0.871208917075642,1,5,NA
"358","gene silencing by RNA",0.507793271396854,0.868364645460279,1,5,NA
"359","GTPase binding",0.510167736947376,0.86692429338929,1,5,NA
"360","axoneme",0.511120736621089,0.866343229997428,1,5,NA
"361","regulation of Rho protein signal transduction",0.516330334292512,0.8631365161905,1,5,NA
"362","spindle",0.516462403528967,0.863054552694078,1,5,NA
"363","homophilic cell adhesion",0.518101577475293,0.862034492826412,1,5,NA
"364","autophagic vacuole",0.523493302699,0.858642803652069,1,5,NA
"365","Rac GTPase binding",0.531645563387145,0.853407158388253,1,5,NA
"366","basement membrane",0.534169039719951,0.851759926829981,1,5,NA
"367","P granule",0.543960412123909,0.845247416485428,1,5,NA
"368","microtubule organizing center",0.549398322325278,0.836344540172593,1,6,NA
"369","enzyme binding",0.55317237396782,0.833668253435753,1,6,NA
"370","cytoplasm",0.555078899647259,0.549870654703492,22,171,NA
"371","endoplasmic reticulum lumen",0.562150305515022,0.827179369893413,1,6,NA
"372","response to drug",0.562931688727817,0.826606368118028,1,6,NA
"373","methyltransferase activity",0.563685669531852,0.826052196831647,1,6,NA
"374","protein tyrosine phosphatase activity",0.565267452020106,0.824885550342809,1,6,NA
"375","spliceosome",0.566031687039662,0.824319918537563,1,6,NA
"376","lysosome",0.566049238439018,0.824306913153282,1,6,NA
"377","Golgi organization",0.578381544146153,0.814999185998572,1,6,NA
"378","synapse",0.579217623319286,0.814355748700021,1,6,NA
"379","calcium ion binding",0.581666744407247,0.63305160853023,4,30,NA
"380","nucleic acid binding",0.581704612873355,0.595913621778795,6,49,NA
"381","spermatogenesis",0.594540020048945,0.700346710121689,2,14,NA
"382","Rho guanyl-nucleotide exchange factor activity",0.594989938735494,0.801914129198194,1,6,NA
"383","intracellular membrane-bounded organelle",0.596153396848644,0.697316677687142,2,15,NA
"384","Cul3-RING ubiquitin ligase complex",0.596171849079868,0.796667045635839,1,7,NA
"385","regulation of gene expression",0.608153780470126,0.786616940190155,1,7,NA
"386","endocytosis",0.613851776916135,0.781712523780395,1,7,NA
"387","receptor binding",0.616334793293386,0.779549596598189,1,7,NA
"388","Wnt receptor signaling pathway",0.619382120948205,0.776873518114405,1,7,NA
"389","nervous system development",0.622433967417639,0.774169422482993,1,7,NA
"390","G-protein coupled receptor activity",0.623592523256297,0.773136532541253,1,7,NA
"391","actin cytoskeleton organization",0.623687656469571,0.773051562297184,1,7,NA
"392","protein dimerization activity",0.626289660743608,0.770718316552117,1,7,NA
"393","transcription, DNA-dependent",0.632428503950921,0.530858979980158,7,58,NA
"394","perinuclear region of cytoplasm",0.634562517337391,0.607808963081228,3,24,NA
"395","mRNA transport",0.640123918261901,0.758009390808813,1,7,NA
"396","heme binding",0.652755681929347,0.742175838317874,1,8,NA
"397","RNA binding",0.658844030201848,0.501692356892278,7,60,NA
"398","transcription coactivator activity",0.659686952047973,0.735288231159762,1,8,NA
